web-scraper-order;web-scraper-start-url;link;link-href;brand;product_name;category;price;rating;number_of_reviews;number_of_recommendations;repurchase_yes;repurchase_no;repurchase_maybe
1639392505-838;https://www.sociolla.com/177-cleanser?page=26;;https://www.sociolla.com/face-wash/26432-junkisui-foaming-wash;KOSE;Junkisui Foaming Wash;Junkisui Foaming Wash;Rp329.000;04.07;-21;19;Yes (17);No (0);Maybe (4)
1639393832-1055;https://www.sociolla.com/177-cleanser?page=12;;https://www.sociolla.com/cleansing-wipes/28637-cleanse-and-hydrate-aloe-vera-facial-wipes;St. Ives;Cleanse & Hydrate Aloe Vera Facial Wipes;Cleanse & Hydrate Aloe Vera Facial Wipes;Rp 59.900Rp 48.519;04.06;-4;4;Yes (1);No (1);Maybe (2)
1639393644-1024;https://www.sociolla.com/177-cleanser?page=14;;https://www.sociolla.com/face-wash/1480-dex-revitalift-foaming-gel-100-ml;Loreal Paris;Dex Revitalift Foaming Gel 100 ml;Dex Revitalift Foaming Gel 100 ml;Rp 69.000Rp 58.650;04.04;-71;65;Yes (41);No (10);Maybe (20)
1639394080-1095;https://www.sociolla.com/177-cleanser?page=10;;https://www.sociolla.com/face-wash/56213-brightness-reveal-creamy-cleanser;Cetaphil;Brightness Reveal Creamy Cleanser;Brightness Reveal Creamy Cleanser;Rp 169.000Rp 109.850;04.06;-16;14;Yes (11);No (0);Maybe (5)
1639393667-1028;https://www.sociolla.com/177-cleanser?page=14;;https://www.sociolla.com/face-wash/10870-ms-pimple-acne-solution-face-wash;Emina;Ms Pimple Acne Solution Face Wash;Ms Pimple Acne Solution Face Wash;Rp18.500;04.05;-592;493;Yes (350);No (92);Maybe (150)
1639393655-1026;https://www.sociolla.com/177-cleanser?page=14;;https://www.sociolla.com/face-wash/10730-seaweed-balancing-facial-wash;Wardah;Seaweed Balancing Facial Wash;Seaweed Balancing Facial Wash;Rp16.000;04.04;-293;253;Yes (161);No (56);Maybe (76)
1639392246-798;https://www.sociolla.com/177-cleanser?page=28;;https://www.sociolla.com/makeup-remover/16456-eye-makeup-remover;Silkygirl;Eye Makeup Remover;Eye Makeup Remover;Rp 32.000Rp 19.200;04.02;-117;93;Yes (42);No (30);Maybe (45)
1639393165-946;https://www.sociolla.com/177-cleanser?page=19;;https://www.sociolla.com/micellar-water/24331-vitamin-micellar-water-d-toxx-charcoal;Pond's;Vitamin Micellar Water Charcoal;Vitamin Micellar Water Charcoal;Rp 28.500Rp 21.375;04.08;(1k);948;Yes (873);No (25);Maybe (110)
1639394461-1155;https://www.sociolla.com/177-cleanser?page=6;;https://www.sociolla.com/face-wash/28475-hydra-rose-gel-to-foam-cleanser;Wardah;Hydra Rose Gel to Foam Cleanser;Hydra Rose Gel to Foam Cleanser;Rp31.500;04.07;(1k);944;Yes (830);No (23);Maybe (189)
1639392328-810;https://www.sociolla.com/177-cleanser?page=27;;https://www.sociolla.com/cleansing-balm/12387-banila-co-clean-it-zero-cleansing-balm-purifying;banila co.;Banila Co Clean It Zero Cleansing Balm Purifying;Banila Co Clean It Zero Cleansing Balm Purifying;Rp330.000;04.05;-46;44;Yes (35);No (5);Maybe (6)
1639393602-1017;https://www.sociolla.com/177-cleanser?page=14;;https://www.sociolla.com/face-wash/26435-white-beauty-spot-less-glow-facial-foam;Pond's;PONDS BRIGHT BEAUTY FACIAL FOAM;PONDS BRIGHT BEAUTY FACIAL FOAM;Rp 19.600 - Rp 29.950Rp 16.268 - Rp 23.361;04.05;-858;755;Yes (491);No (133);Maybe (234)
1639393196-951;https://www.sociolla.com/177-cleanser?page=19;;https://www.sociolla.com/cleanser/11114-original-soapless-facial-cleanser;Sensatia Botanicals;Original Soapless Facial Cleanser;Original Soapless Facial Cleanser;Rp 130.000Rp 104.000;04.02;-56;53;Yes (34);No (7);Maybe (15)
1639393614-1019;https://www.sociolla.com/177-cleanser?page=14;;https://www.sociolla.com/face-wash/57828-olay-regenerist-revitalising-cream-cleanser-sabun-muka-anti-aging;Olay;Olay Regenerist Revitalising Cream Cleanser Sabun Muka Anti Aging;Olay Regenerist Revitalising Cream Cleanser Sabun Muka Anti Aging;Rp53.500;04.05;-6;6;Yes (4);No (0);Maybe (2)
1639391961-746;https://www.sociolla.com/177-cleanser?page=31;;https://www.sociolla.com/face-wash/3654-lightening-creamy-foam-60-ml;Wardah;Lightening Creamy Foam - 60 ml;Lightening Creamy Foam - 60 ml;;04.07;-176;161;Yes (136);No (13);Maybe (27)
1639393678-1030;https://www.sociolla.com/177-cleanser?page=14;;https://www.sociolla.com/face-wash/55569-green-tea-foam-cleanser-150ml;Innisfree;Green Tea Foam Cleanser;Green Tea Foam Cleanser;Rp135.000;04.06;-20;16;Yes (14);No (3);Maybe (3)
1639393096-935;https://www.sociolla.com/177-cleanser?page=20;;https://www.sociolla.com/micellar-water/58415-prebiotic-infused-micellar-cleansing-water;YOU Makeups;Prebiotic-Infused Micellar Cleansing Water;Prebiotic-Infused Micellar Cleansing Water;Rp 23.000 - Rp 35.000Rp 19.550 - Rp 29.750;04.03;-8;5;Yes (6);No (1);Maybe (1)
1639394236-1119;https://www.sociolla.com/177-cleanser?page=8;;https://www.sociolla.com/micellar-water/10290-micellar-water-drop-cleanser-bright-stuff;Emina;Micellar Water Drop Cleanser – Bright Stuff;Micellar Water Drop Cleanser – Bright Stuff;Rp32.500;04.05;-549;507;Yes (353);No (52);Maybe (144)
1639392258-800;https://www.sociolla.com/177-cleanser?page=28;;https://www.sociolla.com/micellar-water/9748-emina-micellar-water-drop-cleanser;Emina;Emina Micellar Water Drop Cleanser;Emina Micellar Water Drop Cleanser;;04.06;-231;222;Yes (148);No (22);Maybe (61)
1639392869-897;https://www.sociolla.com/177-cleanser?page=22;;https://www.sociolla.com/face-wash/49704-pure-calming-bubble-cleanser;BY ECOM;Pure Calming Bubble Cleanser;Pure Calming Bubble Cleanser;Rp 400.000Rp 240.000;04.06;-2;2;Yes (2);No (0);Maybe (0)
1639393713-1035;https://www.sociolla.com/177-cleanser?page=13;;https://www.sociolla.com/face-wash/61092-deep-clean-soothing-foaming-cleanser-pembersih-wajah;Neutrogena;Deep Clean Soothing Foaming Cleanser Pembersih Wajah;Deep Clean Soothing Foaming Cleanser Pembersih Wajah;Rp99.000;null;null;null;null;null;null
1639394659-1185;https://www.sociolla.com/177-cleanser?page=3;;https://www.sociolla.com/micellar-water/10335-pearl-white-micellair-skin-breathe;Nivea;Pearl White Micellair Skin Breathe;Pearl White Micellair Skin Breathe;Rp 29.000 - Rp 47.300Rp 24.940 - Rp 40.678;04.06;(1,4k);1290;Yes (1,1k);No (91);Maybe (241)
1639392340-812;https://www.sociolla.com/177-cleanser?page=27;;https://www.sociolla.com/makeup-remover/14948-senja-resting-glam-face-make-up-remover;Sada By Cathy Sharon;Senja Resting Glam Face Make Up Remover;Senja Resting Glam Face Make Up Remover;Rp125.000;04.05;-10;10;Yes (7);No (0);Maybe (3)
1639394218-1116;https://www.sociolla.com/177-cleanser?page=8;;https://www.sociolla.com/micellar-water/7853-sebium-h2o-micellar-water;Bioderma;Sebium H2O Micellar Water;Sebium H2O Micellar Water;Rp 148.500 - Rp 377.300Rp 118.800 - Rp 301.840;04.05;(1,7k);1683;Yes (1,2k);No (134);Maybe (454)
1639393362-978;https://www.sociolla.com/177-cleanser?page=17;;https://www.sociolla.com/face-wash/11804-cleansing-gel-be-clean-be-moist;Huxley;Cleansing Gel Be Clean Be Moist;Cleansing Gel Be Clean Be Moist;Rp 300.000Rp 180.000;04.06;-97;91;Yes (67);No (3);Maybe (27)
1639394432-1150;https://www.sociolla.com/177-cleanser?page=6;;https://www.sociolla.com/face-wash/25463-defence-barrier-ph-cleanser;Purito;Defence Barrier Ph Cleanser;Defence Barrier Ph Cleanser;Rp 258.500Rp 168.025;04.05;-34;30;Yes (18);No (6);Maybe (10)
1639392454-829;https://www.sociolla.com/177-cleanser?page=26;;https://www.sociolla.com/face-wash/60792-watermelon-smooth-brightening-facial-cleanser;Omniskin;Watermelon Smooth Brightening Fcial Cleanser;Watermelon Smooth Brightening Fcial Cleanser;Rp89.000;03.05;-2;1;Yes (1);No (1);Maybe (0)
1639393328-972;https://www.sociolla.com/177-cleanser?page=17;;https://www.sociolla.com/micellar-water/11828-tea-tree-cleansing-water;Benton;Tea Tree Cleansing Water;Tea Tree Cleansing Water;Rp 300.000Rp 180.000;04.04;-49;46;Yes (26);No (6);Maybe (17)
1639392857-895;https://www.sociolla.com/177-cleanser?page=22;;https://www.sociolla.com/makeup-remover/59585-lip-and-eye-remover-waterproof-ol0721;Laneige;Lip & Eye Remover Waterproof (OL0721);Lip & Eye Remover Waterproof (OL0721);Rp 320.500Rp 184.000;null;null;null;null;null;null
1639393311-969;https://www.sociolla.com/177-cleanser?page=17;;https://www.sociolla.com/face-wash/10469-anti-aging-cleanser-wash;Elsheskin;Anti Aging Cleanser Wash;Anti Aging Cleanser Wash;Rp 64.000Rp 62.720;04.03;-11;8;Yes (5);No (3);Maybe (3)
1639394696-1191;https://www.sociolla.com/177-cleanser?page=3;;https://www.sociolla.com/cleansing-wipes/16589-smooth-and-pure-cleansing-tissue;Ariul;Smooth & Pure Cleansing Tissue;Smooth & Pure Cleansing Tissue;Rp 25.000 - Rp 79.000Rp 18.750 - Rp 51.350;04.06;-726;693;Yes (488);No (26);Maybe (212)
1639392591-852;https://www.sociolla.com/177-cleanser?page=25;;https://www.sociolla.com/face-wash/57504-sensisoft-facial-wash;Votre Peau;Sensisoft Facial Wash;Sensisoft Facial Wash;Rp 119.000Rp 77.350;04.03;-1;1;Yes (0);No (0);Maybe (1)
1639392119-774;https://www.sociolla.com/177-cleanser?page=30;;https://www.sociolla.com/micellar-water/23604-deep-clean-cleansing-water;A'pieu;Deep Clean Cleansing Water;Deep Clean Cleansing Water;Rp 89.000Rp 57.850;04.07;-81;78;Yes (51);No (4);Maybe (26)
1639393004-920;https://www.sociolla.com/177-cleanser?page=21;;https://www.sociolla.com/cleansing-balm/60793-lavender-calm-meltaway-cleansing-balm;Omniskin;Lavender Calm Meltaway Cleansing Balm;Lavender Calm Meltaway Cleansing Balm;Rp89.000;null;null;null;null;null;null
1639393958-1075;https://www.sociolla.com/177-cleanser?page=11;;https://www.sociolla.com/face-wash/24931-liquid-pure-mild-facial-cleanser;Neutrogena;Liquid Pure Mild Facial Cleanser;Liquid Pure Mild Facial Cleanser;Rp119.000;04.01;-24;12;Yes (11);No (7);Maybe (6)
1639393385-982;https://www.sociolla.com/177-cleanser?page=17;;https://www.sociolla.com/face-wash/60453-foamwork-ph-5-0-6-0-foaming-cleanser;Hale;Foamwork pH 5.0-6.0 Foaming Cleanser;Foamwork pH 5.0-6.0 Foaming Cleanser;Rp109.000;04.07;-6;3;Yes (6);No (0);Maybe (0)
1639393125-939;https://www.sociolla.com/177-cleanser?page=19;;https://www.sociolla.com/face-wash/23732-pure-daily-foaming-cleanser-moisturizing;Huangjisoo;Pure daily foaming cleanser Moisturizing;Pure daily foaming cleanser Moisturizing;Rp 399.000Rp 259.350;05.00;-1;1;Yes (1);No (0);Maybe (0)
1639393627-1021;https://www.sociolla.com/177-cleanser?page=14;;https://www.sociolla.com/makeup-remover/7868-remover-lip-and-eye-make-up;Maybelline;Maybelline Remover Lip & Eye Make Up;Maybelline Remover Lip & Eye Make Up;Rp 115.000Rp 89.700;04.05;(1,1k);1091;Yes (772);No (94);Maybe (279)
1639394002-1082;https://www.sociolla.com/177-cleanser?page=10;;https://www.sociolla.com/face-wash/9359-erha-2-facial-wash-for-oily-skin;Erha;ERHA 2 Facial Wash For Oily Skin;ERHA 2 Facial Wash For Oily Skin;Rp 81.950Rp 72.116;04.06;-89;83;Yes (71);No (8);Maybe (10)
1639393131-940;https://www.sociolla.com/177-cleanser?page=19;;https://www.sociolla.com/makeup-remover/11232-perfect-lip-and-eye-make-up-remover;Missha;Perfect Lip & Eye Make-Up Remover;Perfect Lip & Eye Make-Up Remover;Rp 189.900Rp 94.950;04.02;-10;7;Yes (3);No (1);Maybe (6)
1639392608-855;https://www.sociolla.com/177-cleanser?page=25;;https://www.sociolla.com/face-wash/55015-lng-white-dew-milky-cleanser-150ml-ol21;Laneige;LNG White Dew Milky Cleanser 150ml(OL21);LNG White Dew Milky Cleanser 150ml(OL21);Rp 441.000Rp 272.000;null;null;null;null;null;null
1639393447-992;https://www.sociolla.com/177-cleanser?page=16;;https://www.sociolla.com/face-wash/15776-naruko-tea-tree-purifying-clay-mask-and-cleanser-in-1;Naruko;Naruko Tea Tree Purifying Clay Mask And Cleanser In 1;Naruko Tea Tree Purifying Clay Mask And Cleanser In 1;Rp 210.000Rp 178.500;04.05;-85;83;Yes (44);No (11);Maybe (30)
1639392518-840;https://www.sociolla.com/177-cleanser?page=26;;https://www.sociolla.com/face-wash/11016-supreme-cleansing-cream;KOSE;Sekkisei Supreme Cleansing Cream;Sekkisei Supreme Cleansing Cream;Rp469.000;05.00;-1;1;Yes (1);No (0);Maybe (0)
1639393220-954;https://www.sociolla.com/177-cleanser?page=18;;https://www.sociolla.com/face-wash/9618-perfect-bright-creamy-foam-brightening-oil-control;Wardah;Perfect Bright Creamy Foam + Brightening Oil Control;Perfect Bright Creamy Foam + Brightening Oil Control;Rp 18.500 - Rp 27.000;04.04;(1,2k);1085;Yes (650);No (208);Maybe (368)
1639391955-745;https://www.sociolla.com/177-cleanser?page=31;;https://www.sociolla.com/micellar-water/14843-elixir-jeunesse-micellar-cleansing-water;Yves Rocher;Elixir Jeunesse Micellar Cleansing Water;Elixir Jeunesse Micellar Cleansing Water;Rp159.000;04.05;-3;3;Yes (3);No (0);Maybe (0)
1639393244-958;https://www.sociolla.com/177-cleanser?page=18;;https://www.sociolla.com/face-wash/49285-sua-rua-mat-bye-blackhead;Some By Mi;Blackhead Green Tea Miracle Bubble Cleanser;Blackhead Green Tea Miracle Bubble Cleanser;Rp440.000;04.05;-25;17;Yes (13);No (1);Maybe (11)
1639393090-934;https://www.sociolla.com/177-cleanser?page=20;;https://www.sociolla.com/micellar-water/59722-dream-micellar-water;Zamron;Dream Micellar Water;Dream Micellar Water;Rp89.000;04.07;-23;7;Yes (21);No (2);Maybe (0)
1639394683-1189;https://www.sociolla.com/177-cleanser?page=3;;https://www.sociolla.com/face-wash/57067-foaming-face-wash;Rose All Day;Foaming Face Wash;Foaming Face Wash;Rp 159.000Rp 111.300;04.07;-16;12;Yes (9);No (1);Maybe (6)
1639394286-1128;https://www.sociolla.com/177-cleanser?page=8;;https://www.sociolla.com/face-wash/8865-sakura-cleanser;Garnier;Sakura Cleanser;Sakura Cleanser;Rp 19.500 - Rp 29.000Rp 17.550 - Rp 26.100;04.04;(2,6k);2253;Yes (1,4k);No (529);Maybe (728)
1639393031-924;https://www.sociolla.com/177-cleanser?page=20;;https://www.sociolla.com/face-wash/55137-cica-mild-foam-cleanser;VT Cosmetics;Cica Mild Foam Cleanser;Cica Mild Foam Cleanser;Rp229.000;04.07;-4;3;Yes (3);No (0);Maybe (1)
1639393250-959;https://www.sociolla.com/177-cleanser?page=18;;https://www.sociolla.com/face-wash/13147-pore-face-wash;DHC;Pore Face Wash;Pore Face Wash;Rp 250.000Rp 175.000;04.02;-17;13;Yes (5);No (6);Maybe (6)
1639392334-811;https://www.sociolla.com/177-cleanser?page=27;;https://www.sociolla.com/face-wash/9612-acnederm-pure-foaming-cleanser;Wardah;Acnederm Pure Foaming Cleanser;Acnederm Pure Foaming Cleanser;Rp24.000;04.04;-262;226;Yes (148);No (48);Maybe (66)
1639393810-1051;https://www.sociolla.com/177-cleanser?page=12;;https://www.sociolla.com/cleansing-balm/57878-clean-it-zero-cleansing-balm-unicorn-edition;banila co.;Clean It Zero Cleansing Balm Unicorn Edition;Clean It Zero Cleansing Balm Unicorn Edition;Rp 280.000 - Rp 380.000;04.09;-22;16;Yes (19);No (0);Maybe (3)
1639392659-863;https://www.sociolla.com/177-cleanser?page=24;;https://www.sociolla.com/face-wash/23729-pure-daily-foaming-cleanser-anti-pollution;Huangjisoo;Pure daily foaming cleanser Anti-pollution;Pure daily foaming cleanser Anti-pollution;Rp 399.000Rp 259.350;04.07;-15;15;Yes (8);No (0);Maybe (7)
1639394804-1206;https://www.sociolla.com/177-cleanser?page=1;;https://www.sociolla.com/face-wash/9206-salicylic-acid-daily-gentle-cleanser;COSRX;Salicylic Acid Daily Gentle Cleanser;Salicylic Acid Daily Gentle Cleanser;Rp 149.000Rp 104.300;04.05;(4,3k);3904;Yes (3,1k);No (394);Maybe (843)
1639392263-801;https://www.sociolla.com/177-cleanser?page=28;;https://www.sociolla.com/cleansing-wipes/8316-make-up-remover-cleansing-oil-sheet;Biore;Make Up Remover Cleansing Oil Sheet;Make Up Remover Cleansing Oil Sheet;Rp 27.850 - Rp 115.800Rp 22.280 - Rp 115.800;04.05;-817;791;Yes (610);No (69);Maybe (138)
1639393708-1034;https://www.sociolla.com/177-cleanser?page=13;;https://www.sociolla.com/face-wash/61615-noni-probiotics-cleanse-me-softly-gel-cleanser;NPure;"Noni Probiotics ""Cleanse Me Softly"" Gel Cleanser";"Noni Probiotics ""Cleanse Me Softly"" Gel Cleanser";Rp69.000;04.09;-41;18;Yes (41);No (0);Maybe (0)
1639392885-900;https://www.sociolla.com/177-cleanser?page=22;;https://www.sociolla.com/micellar-water/25179-pixy-micellar-foam-glowing-skin-on-eid-bundle;Pixy;Pixy Micellar Foam Glowing Skin Bundle;Pixy Micellar Foam Glowing Skin Bundle;Rp63.000;null;null;null;null;null;null
1639392423-824;https://www.sociolla.com/177-cleanser?page=27;;https://www.sociolla.com/cleansing-gel/13776-citrus-brightening-micro-cleansing-foam;Frudia;Citrus Brightening Micro Cleansing Foam;Citrus Brightening Micro Cleansing Foam;Rp160.000;04.01;-4;2;Yes (2);No (1);Maybe (1)
1639393238-957;https://www.sociolla.com/177-cleanser?page=18;;https://www.sociolla.com/face-wash/9357-erha-1-facial-wash-for-normal-and-dry-skin;Erha;ERHA 1 Facial Wash For Normal & Dry Skin;ERHA 1 Facial Wash For Normal & Dry Skin;Rp 81.950Rp 72.116;04.05;-76;67;Yes (52);No (10);Maybe (14)
1639392460-830;https://www.sociolla.com/177-cleanser?page=26;;https://www.sociolla.com/micellar-water/25591-waso-beauty-smart-water;Shiseido;Waso Beauty Smart Water;Waso Beauty Smart Water;Rp 485.000Rp 412.250;null;null;null;null;null;null
1639394074-1094;https://www.sociolla.com/177-cleanser?page=10;;https://www.sociolla.com/skincare/9407-brightening-facial-foam;Mineral Botanica;First Defense Facial Foam;First Defense Facial Foam;Rp 27.900Rp 20.925;04.07;-103;76;Yes (65);No (10);Maybe (28)
1639393119-938;https://www.sociolla.com/177-cleanser?page=19;;https://www.sociolla.com/face-wash/23736-pure-daily-foaming-cleanser-brightening;Huangjisoo;Pure daily foaming cleanser Brightening;Pure daily foaming cleanser Brightening;Rp 399.000Rp 259.350;04.06;-28;27;Yes (10);No (2);Maybe (16)
1639392275-802;https://www.sociolla.com/177-cleanser?page=28;;https://www.sociolla.com/face-wash/7386-tamagohada-ultimate-mild-peeling-face-wash;Hada Labo;Tamagohada Ultimate Mild Peeling Face Wash;Tamagohada Ultimate Mild Peeling Face Wash;Rp 29.700 - Rp 48.510;04.04;(1,5k);1268;Yes (886);No (242);Maybe (331)
1639394272-1126;https://www.sociolla.com/177-cleanser?page=8;;https://www.sociolla.com/face-wash/7926-oily-skin-cleanser;Cetaphil;Oily Skin Cleanser;Oily Skin Cleanser;Rp 237.000Rp 165.900;04.03;-858;754;Yes (489);No (149);Maybe (220)
1639392711-871;https://www.sociolla.com/177-cleanser?page=24;;https://www.sociolla.com/face-wash/54277-herbal-soap-kit;Sulwhasoo;Herbal Soap Kit;Herbal Soap Kit;Rp 620.000Rp 465.000;null;null;null;null;null;null
1639392896-902;https://www.sociolla.com/177-cleanser?page=22;;https://www.sociolla.com/cleansing-gel/14668-5-control-melting-cleansing-gel;Dr. Ceuracle;5α Control Melting Cleansing Gel;5α Control Melting Cleansing Gel;Rp 325.000Rp 211.250;04.04;-2;1;Yes (1);No (0);Maybe (1)
1639393256-960;https://www.sociolla.com/177-cleanser?page=18;;https://www.sociolla.com/cleansing-wipes/23610-deep-clean-cleansing-tissue;A'pieu;Deep Clean Cleansing Tissue;Deep Clean Cleansing Tissue;Rp 49.000Rp 31.850;04.05;-21;17;Yes (10);No (3);Maybe (8)
1639393916-1068;https://www.sociolla.com/177-cleanser?page=11;;https://www.sociolla.com/skincare/12463-miracle-bio-water-jelly-makeup-remover;Bio-essence;New Bio Water Jelly Makeup Remover;New Bio Water Jelly Makeup Remover;Rp 177.000Rp 141.600;04.05;-9;8;Yes (5);No (0);Maybe (4)
1639392482-834;https://www.sociolla.com/177-cleanser?page=26;;https://www.sociolla.com/cleansing-cream/9894-raspberry-hydrating-cleansing-milk;Skin Dewi;Raspberry Hydrating Cleansing Milk;Raspberry Hydrating Cleansing Milk;Rp357.500;04.05;-23;22;Yes (16);No (1);Maybe (6)
1639392188-787;https://www.sociolla.com/177-cleanser?page=29;;https://www.sociolla.com/face-wash/11626-aloe-facial-cleansing-foam;Holika Holika;Aloe Facial Cleansing Foam;Aloe Facial Cleansing Foam;Rp 168.000Rp 112.560;04.06;-6;6;Yes (3);No (1);Maybe (2)
1639394503-1161;https://www.sociolla.com/177-cleanser?page=5;;https://www.sociolla.com/cleansing-oil/23603-deep-clean-cleansing-oil;A'pieu;Deep Clean Cleansing Oil;Deep Clean Cleansing Oil;Rp 149.000Rp 96.850;04.06;-139;129;Yes (88);No (10);Maybe (41)
1639392929-907;https://www.sociolla.com/177-cleanser?page=21;;https://www.sociolla.com/face-wash/56111-skin-buddy-dot-burst-face-wash;Emina;Skin Buddy Dot Burst Face Wash;Skin Buddy Dot Burst Face Wash;Rp18.500;04.06;-58;45;Yes (39);No (6);Maybe (13)
1639393988-1080;https://www.sociolla.com/177-cleanser?page=11;;https://www.sociolla.com/face-wash/13144-mineral-face-wash;DHC;Mineral Face Wash;Mineral Face Wash;Rp 250.000Rp 175.000;04.05;-14;11;Yes (7);No (3);Maybe (4)
1639394403-1145;https://www.sociolla.com/177-cleanser?page=6;;https://www.sociolla.com/face-wash/27416-energizing-coconut-and-coffee-scrub;St. Ives;Energizing Coconut & Coffee Scrub;Energizing Coconut & Coffee Scrub;Rp 72.500Rp 55.825;04.05;-146;126;Yes (91);No (14);Maybe (41)
1639393558-1010;https://www.sociolla.com/177-cleanser?page=15;;https://www.sociolla.com/face-wash/27347-juice-collection-cleanser;Pond's;Juice Collection Cleanser;Juice Collection Cleanser;Rp 31.100Rp 23.325;04.06;-132;124;Yes (90);No (10);Maybe (32)
1639394320-1133;https://www.sociolla.com/177-cleanser?page=7;;https://www.sociolla.com/face-wash/16507-white-aqua-pore-cleanse-micellar-foam;Pixy;White-Aqua Pore Cleanse Micellar Foam;White-Aqua Pore Cleanse Micellar Foam;Rp48.000;04.06;-302;276;Yes (214);No (33);Maybe (55)
1639392087-768;https://www.sociolla.com/177-cleanser?page=30;;https://www.sociolla.com/micellar-water/28479-hokkaido-rose-oil-infused-micellar-water;Nivea;Hokkaido Rose Oil-Infused Micellar Water;Hokkaido Rose Oil-Infused Micellar Water;Rp 47.000Rp 35.250;04.07;-90;80;Yes (78);No (6);Maybe (6)
1639392493-836;https://www.sociolla.com/177-cleanser?page=26;;https://www.sociolla.com/cleansing-gel/12805-sdp-extra-rich-cleansing-milk;Shiseido;Defend Preparation Extra Rich Cleansing Milk;Defend Preparation Extra Rich Cleansing Milk;Rp 580.000Rp 522.000;null;null;null;null;null;null
1639392477-833;https://www.sociolla.com/177-cleanser?page=26;;https://www.sociolla.com/cleansing-oil/14883-bamboo-cleansing-oil;Skin Dewi;Bamboo Cleansing Oil;Bamboo Cleansing Oil;Rp330.000;04.05;-15;14;Yes (10);No (1);Maybe (4)
1639392015-756;https://www.sociolla.com/177-cleanser?page=31;;https://www.sociolla.com/micellar-water/16553-infused-micellar-cleansing-water;Everwhite;Infused Micellar Cleansing Water;Infused Micellar Cleansing Water;Rp 51.700Rp 41.360;04.07;-43;40;Yes (33);No (3);Maybe (7)
1639393940-1072;https://www.sociolla.com/177-cleanser?page=11;;https://www.sociolla.com/face-wash/26605-safi-dermasafe-mousse-cleanser;Safi;Safi Dermasafe Mousse Cleanser;Safi Dermasafe Mousse Cleanser;Rp 98.000Rp 76.440;04.06;-81;74;Yes (59);No (3);Maybe (19)
1639393464-995;https://www.sociolla.com/177-cleanser?page=16;;https://www.sociolla.com/face-wash/54782-honey-i-dew;Hale;Honey, I Dew! Gel Cleanser;Honey, I Dew! Gel Cleanser;Rp98.000;04.06;-77;64;Yes (48);No (4);Maybe (25)
1639392153-780;https://www.sociolla.com/177-cleanser?page=29;;https://www.sociolla.com/micellar-water/16751-pure-calmille-2in1-cleansing-and-toner;Yves Rocher;Pure Calmille 2iN1 Cleansing & Toner;Pure Calmille 2iN1 Cleansing & Toner;Rp109.000;04.05;-8;8;Yes (3);No (1);Maybe (4)
1639393747-1041;https://www.sociolla.com/177-cleanser?page=13;;https://www.sociolla.com/cleansing-balm/10732-acnederm-pore-blackhead-balm;Wardah;Acnederm Pore Blackhead Balm;Acnederm Pore Blackhead Balm;Rp39.500;04.01;-506;374;Yes (198);No (140);Maybe (168)
1639393690-1032;https://www.sociolla.com/177-cleanser?page=14;;https://www.sociolla.com/face-wash/13888-sakura-white-whip-foam;Garnier;Sakura White Whip Foam;Sakura White Whip Foam;Rp 21.500 - Rp 31.500Rp 19.350 - Rp 28.350;04.07;(2,3k);2153;Yes (1,7k);No (149);Maybe (392)
1639392948-910;https://www.sociolla.com/177-cleanser?page=21;;https://www.sociolla.com/cleansing-oil/13277-neogen-dermalogy-real-cica-micellar-cleansing-oil;Neogen Dermalogy;Neogen Dermalogy Real Cica Micellar Cleansing Oil;Neogen Dermalogy Real Cica Micellar Cleansing Oil;Rp 445.500Rp 334.125;04.05;-17;16;Yes (16);No (0);Maybe (1)
1639393887-1064;https://www.sociolla.com/177-cleanser?page=12;;https://www.sociolla.com/face-wash/12324-acne-facial-cleanser;Pyunkang Yul;Acne Facial Cleanser;Acne Facial Cleanser;Rp 150.000Rp 90.000;04.05;-307;252;Yes (194);No (33);Maybe (80)
1639393291-966;https://www.sociolla.com/177-cleanser?page=18;;https://www.sociolla.com/face-wash/57876-clean-it-zero-foam-cleanser-pore-clarifying;banila co.;Clean it Zero Foam Cleanser Pore Clarifying;Clean it Zero Foam Cleanser Pore Clarifying;Rp250.000;null;null;null;null;null;null
1639392718-872;https://www.sociolla.com/177-cleanser?page=24;;https://www.sociolla.com/toner/24992-vitamin-c-energizing-mist-toner;TRILOGY;Vitamin C Energizing Mist Toner;Vitamin C Energizing Mist Toner;Rp410.000;04.00;-1;1;Yes (1);No (0);Maybe (0)
1639392322-809;https://www.sociolla.com/177-cleanser?page=27;;https://www.sociolla.com/cleansing-balm/12386-banila-co-clean-it-zero-cleansing-balm-original;banila co.;Banila Co Clean It Zero Cleansing Balm Original;Banila Co Clean It Zero Cleansing Balm Original;Rp 280.000 - Rp 380.000;04.05;-524;509;Yes (378);No (29);Maybe (117)
1639393430-989;https://www.sociolla.com/177-cleanser?page=16;;https://www.sociolla.com/face-wash/57051-moist-jelly-wash;Momopuri;Jelly Wash;Jelly Wash;Rp 149.000Rp 126.650;04.08;-10;8;Yes (7);No (0);Maybe (3)
1639392448-828;https://www.sociolla.com/177-cleanser?page=26;;https://www.sociolla.com/face-wash/14708-healing-tea-garden-tea-tree-cleansing-foam;the saem;Healing Tea Garden Tea Tree Cleansing Foam;Healing Tea Garden Tea Tree Cleansing Foam;Rp119.000;03.09;-7;5;Yes (2);No (2);Maybe (3)
