web-scraper-order;web-scraper-start-url;link;link-href;brand;product_name;category;price;rating;number_of_reviews;number_of_recommendations;repurchase_yes;repurchase_no;repurchase_maybe
1639388324-222;https://www.sociolla.com/179-treatment?page=38;;https://www.sociolla.com/toner/27109-vita-c-plus-brightening-toner;Missha;Vita C Plus Brightening Toner;Vita C Plus Brightening Toner;Rp 688.850Rp 309.983;null;null;null;Yes (13);No (2);Maybe (4)
1639388542-256;https://www.sociolla.com/179-treatment?page=36;;https://www.sociolla.com/face-serum/60734-acneact-anti-acne-serum;Erha;AcneAct Anti Acne Serum;AcneAct Anti Acne Serum;Rp129.000;04.07;-8;7;Yes (8);No (0);Maybe (0)
1639390396-553;https://www.sociolla.com/179-treatment?page=17;;https://www.sociolla.com/face-serum/9997-vitamin-c-serum;Votre Peau;Vitamin C Serum;Vitamin C Serum;Rp 265.000Rp 180.200;04.04;-277;243;Yes (164);No (30);Maybe (83)
1639388633-270;https://www.sociolla.com/179-treatment?page=35;;https://www.sociolla.com/face-serum/27867-licorice-serum;I trust nature;Licorice Serum;Licorice Serum;Rp225.000;04.07;-274;270;Yes (199);No (2);Maybe (73)
1639389750-454;https://www.sociolla.com/179-treatment?page=24;;https://www.sociolla.com/scrub-exfoliator/49266-bong-tay-da-chet-aha-bha;Some By Mi;AHA-BHA-PHA 30 Days Miracle Truecica Clear Pad;AHA-BHA-PHA 30 Days Miracle Truecica Clear Pad;Rp470.000;04.05;-14;11;Yes (10);No (1);Maybe (3)
1639387629-113;https://www.sociolla.com/179-treatment?page=46;;https://www.sociolla.com/eye-care/10811-completed-revitalizing-pearl-eye-cream;Klavuu;Completed Revitalizing Pearl Eye Cream;Completed Revitalizing Pearl Eye Cream;Rp 899.000Rp 629.300;null;null;null;Yes (1);No (3);Maybe (1)
1639390579-584;https://www.sociolla.com/179-treatment?page=15;;https://www.sociolla.com/face-serum/57377-1-hyaluronic-acid-pomegranate-extract-face-serum;Dear Me Beauty;1% Hyaluronic Acid + Pomegranate Extract Face Serum;1% Hyaluronic Acid + Pomegranate Extract Face Serum;Rp79.000;04.06;-81;61;Yes (52);No (8);Maybe (21)
1639387844-146;https://www.sociolla.com/179-treatment?page=44;;https://www.sociolla.com/face-serum/56285-lcid;HAUM;LCID;LCID;Rp148.000;04.05;-18;15;Yes (10);No (2);Maybe (6)
1639388598-264;https://www.sociolla.com/179-treatment?page=35;;https://www.sociolla.com/eye-care/13411-phyto-natural-enrich-wrinkle-and-whitening-eye-serum;Osho;Phyto Natural Enrich Wrinkle & Whitening Eye Serum;Phyto Natural Enrich Wrinkle & Whitening Eye Serum;Rp 400.000Rp 104.000;04.02;-27;22;Yes (8);No (2);Maybe (17)
1639387523-101;https://www.sociolla.com/179-treatment?page=47;;https://www.sociolla.com/toner/16416-tea-tree-relief-toner;iUNIK;Tea Tree Relief Toner;Tea Tree Relief Toner;Rp320.000;04.04;-13;11;Yes (6);No (2);Maybe (5)
1639390206-524;https://www.sociolla.com/179-treatment?page=19;;https://www.sociolla.com/scrub-exfoliator/42820-gentle-smoothing-oatmeal-scrub-and-mask;St. Ives;Gentle Smoothing Oatmeal Scrub & Mask;Gentle Smoothing Oatmeal Scrub & Mask;Rp 72.500Rp 55.825;04.04;(2k);1907;Yes (1,3k);No (205);Maybe (476)
1639388731-286;https://www.sociolla.com/179-treatment?page=34;;https://www.sociolla.com/face-serum/10214-centella-90-ampoule;PureHeals;Centella 90 Ampoule;Centella 90 Ampoule;Rp250.000;04.06;-103;88;Yes (66);No (16);Maybe (21)
1639389648-437;https://www.sociolla.com/179-treatment?page=25;;https://www.sociolla.com/eye-care/55698-steambase-daily-eyemask-camomile-crown-5pcs;Steambase;STEAMBASE WARMING EYEMASK - CAMOMILE CROWN (5PCS);STEAMBASE WARMING EYEMASK - CAMOMILE CROWN (5PCS);Rp 79.600Rp 71.640;null;null;null;null;null;null
1639390096-507;https://www.sociolla.com/179-treatment?page=20;;https://www.sociolla.com/essence/10275-galactomyces-95-tone-balancing-essence;COSRX;Galactomyces 95 Tone Balancing Essence;Galactomyces 95 Tone Balancing Essence;Rp 280.000Rp 196.000;04.05;-681;602;Yes (439);No (71);Maybe (171)
1639389981-490;https://www.sociolla.com/179-treatment?page=21;;https://www.sociolla.com/ampoule/28506-prep-vitaronic-sos-ampoule;SNP;PREP Vitaronic SOS Ampoule;PREP Vitaronic SOS Ampoule;Rp 180.000Rp 162.000;04.04;-7;7;Yes (4);No (0);Maybe (3)
1639390761-615;https://www.sociolla.com/179-treatment?page=13;;https://www.sociolla.com/face-serum/13602-hyaluronic-acid-serum-by-fss;For Skins Sake;Hyaluronic Acid Serum by FSS;Hyaluronic Acid Serum by FSS;Rp 225.000Rp 157.500;04.04;-91;82;Yes (61);No (12);Maybe (18)
1639387269-63;https://www.sociolla.com/179-treatment?page=49;;https://www.sociolla.com/eye-care/27429-white-truffle-multi-treatment-eye-cream;d'Alba;White Truffle Multi Treatment Eye Cream;White Truffle Multi Treatment Eye Cream;Rp 650.000Rp 455.000;03.05;-1;0;Yes (0);No (1);Maybe (0)
1639390923-641;https://www.sociolla.com/179-treatment?page=11;;https://www.sociolla.com/ampoule/56485-royal-vita-propolis-33-ampoule;Dr. Ceuracle;Royal Vita Propolis 33 Ampoule;Royal Vita Propolis 33 Ampoule;Rp 499.000Rp 424.150;04.06;-3;3;Yes (1);No (0);Maybe (2)
1639388084-184;https://www.sociolla.com/179-treatment?page=41;;https://www.sociolla.com/acne-blemish-treatments/58334-ac-spot-cream;Jumiso;AC Spot Cream;AC Spot Cream;Rp 380.000Rp 228.000;null;null;null;null;null;null
1639388367-228;https://www.sociolla.com/179-treatment?page=38;;https://www.sociolla.com/ampoule/58591-starting-treatment-rose-ampoule;Secret Key;Starting Treatment Rose Ampoule;Starting Treatment Rose Ampoule;Rp 325.000Rp 292.500;null;null;null;null;null;null
1639387322-71;https://www.sociolla.com/179-treatment?page=48;;https://www.sociolla.com/essence/27793-white-beauty-instabright-tone-up-milk-essence;Pond's;Instabright Tone Up Milk Essence;Instabright Tone Up Milk Essence;Rp 35.500Rp 26.625;04.05;-524;496;Yes (312);No (39);Maybe (173)
1639390545-579;https://www.sociolla.com/179-treatment?page=16;;https://www.sociolla.com/essence/11819-fermentation-essence;Benton;Fermentation Essence;Fermentation Essence;Rp 350.000Rp 210.000;04.04;-174;146;Yes (95);No (29);Maybe (50)
1639391043-661;https://www.sociolla.com/179-treatment?page=10;;https://www.sociolla.com/acne-blemish-treatments/28395-mugwort-spot-gel;I'm From;Mugwort Spot Gel;Mugwort Spot Gel;Rp 260.000Rp 195.000;04.03;-20;17;Yes (12);No (3);Maybe (5)
1639391296-699;https://www.sociolla.com/179-treatment?page=7;;https://www.sociolla.com/hand-mask/56144-mediheal-line-friends-theraffin-hand-mask;Mediheal;MEDIHEAL LINE FRIENDS THERAFFIN HAND MASK;MEDIHEAL LINE FRIENDS THERAFFIN HAND MASK;Rp 42.000Rp 35.700;04.07;-52;49;Yes (39);No (2);Maybe (11)
1639389642-436;https://www.sociolla.com/179-treatment?page=25;;https://www.sociolla.com/eye-care/55693-steambase-daily-eyemask-grapefruit-tree-5pcs;Steambase;STEAMBASE WARMING EYEMASK - GRAPEFRUIT TREE (5PCS);STEAMBASE WARMING EYEMASK - GRAPEFRUIT TREE (5PCS);Rp 79.600Rp 71.640;null;null;null;null;null;null
1639390777-618;https://www.sociolla.com/179-treatment?page=13;;https://www.sociolla.com/eye-care/13605-matrixyl-3000-eye-gel-by-fss;For Skins Sake;Matrixyl™ 3000 Eye Gel by FSS;Matrixyl™ 3000 Eye Gel by FSS;Rp 290.000Rp 217.500;04.03;-68;59;Yes (32);No (11);Maybe (25)
1639387903-156;https://www.sociolla.com/179-treatment?page=43;;https://www.sociolla.com/face-serum/56319-pink-ahabha-serum;Nacific;Pink AHABHA Serum;Pink AHABHA Serum;Rp389.000;04.07;-14;13;Yes (11);No (1);Maybe (2)
1639389499-411;https://www.sociolla.com/179-treatment?page=26;;https://www.sociolla.com/face-serum/60930-niacinamide-brightening-serum;Everwhite;KSH Niacinamide Brightening Serum;KSH Niacinamide Brightening Serum;Rp 128.700Rp 102.960;05.00;-2;0;Yes (2);No (0);Maybe (0)
1639389986-491;https://www.sociolla.com/179-treatment?page=21;;https://www.sociolla.com/toner/28505-prep-vitaronic-toner-pad;SNP;PREP Vitaronic Toner Pad;PREP Vitaronic Toner Pad;Rp 180.000Rp 162.000;04.06;-11;8;Yes (10);No (0);Maybe (1)
1639388058-181;https://www.sociolla.com/179-treatment?page=42;;https://www.sociolla.com/face-serum/60036-ceramide-glow-organic-oil;Kleveru;Ceramide Glow Organic Oil;Ceramide Glow Organic Oil;Rp 59.400 - Rp 123.200Rp 59.400 - Rp 110.880;04.02;-4;1;Yes (2);No (1);Maybe (1)
1639388870-309;https://www.sociolla.com/179-treatment?page=33;;https://www.sociolla.com/eye-care/59379-misa-yei-hyun-eye-cream;Missha;Misa Yei Hyun Eye Cream;Misa Yei Hyun Eye Cream;Rp 519.000Rp 233.550;04.06;-3;1;Yes (1);No (0);Maybe (2)
1639389885-475;https://www.sociolla.com/179-treatment?page=22;;https://www.sociolla.com/eye-care/15465-aqua-blue-hydrogel-patch;Maska;Aqua Blue hydrogel Patch;Aqua Blue hydrogel Patch;Rp 218.000Rp 152.600;04.05;-45;36;Yes (25);No (8);Maybe (12)
1639390489-569;https://www.sociolla.com/179-treatment?page=16;;https://www.sociolla.com/toner/16917-prep-peptaronic-toner;SNP;Prep Peptaronic Toner;Prep Peptaronic Toner;Rp 160.000Rp 144.000;04.06;-891;795;Yes (581);No (65);Maybe (245)
1639389392-393;https://www.sociolla.com/179-treatment?page=27;;https://www.sociolla.com/face-serum/9485-sebum-reducer-serum;Elsheskin;Sebum Reducer Serum;Sebum Reducer Serum;Rp 190.000Rp 142.500;04.03;-402;338;Yes (207);No (75);Maybe (120)
1639391285-697;https://www.sociolla.com/179-treatment?page=7;;https://www.sociolla.com/face-serum/15296-peony-bright-luminous-serum;AHC;Peony Bright Luminous Serum;Peony Bright Luminous Serum;Rp 185.000 - Rp 525.000Rp 138.750 - Rp 367.500;04.05;-236;225;Yes (156);No (8);Maybe (72)
1639389969-488;https://www.sociolla.com/179-treatment?page=21;;https://www.sociolla.com/face-serum/16918-prep-peptaronik-serum;SNP;Prep Peptaronik Serum;Prep Peptaronik Serum;Rp 160.000Rp 144.000;04.05;-696;642;Yes (407);No (57);Maybe (232)
1639390182-521;https://www.sociolla.com/179-treatment?page=19;;https://www.sociolla.com/eye-care/27283-cosrx-advanced-snail-peptide-eye-cream;COSRX;Advanced Snail Peptide Eye Cream;Advanced Snail Peptide Eye Cream;Rp 380.000Rp 285.000;04.04;-194;173;Yes (88);No (19);Maybe (87)
1639387175-48;https://www.sociolla.com/179-treatment?page=50;;https://www.sociolla.com/toner/14794-citrus-brightening-toner;Frudia;Citrus Brightening Toner;Citrus Brightening Toner;Rp280.000;04.03;-17;14;Yes (10);No (3);Maybe (4)
1639390811-624;https://www.sociolla.com/179-treatment?page=13;;https://www.sociolla.com/toner/10873-ms-pimple-acne-solution-face-toner;Emina;Ms Pimple Acne Solution Face Toner;Ms Pimple Acne Solution Face Toner;Rp24.000;04.04;-664;549;Yes (348);No (118);Maybe (198)
1639388851-306;https://www.sociolla.com/179-treatment?page=33;;https://www.sociolla.com/erha-acne-series/56605-vp-acne-care-lab-series-paket-perawatan-kulit-jerawat;Erha;Bundling ERHA Acneact Acne Care Lab Series - Paket Perawatan Kulit Jerawat;Bundling ERHA Acneact Acne Care Lab Series - Paket Perawatan Kulit Jerawat;Rp 394.900Rp 331.716;05.00;-2;2;Yes (2);No (0);Maybe (0)
1639387134-40;https://www.sociolla.com/179-treatment?page=50;;https://www.sociolla.com/skincare/51263-moondrops-balance-toner-ii;Revlon;Moondrops Balance Toner II;Moondrops Balance Toner II;Rp55.000;04.07;-2;2;Yes (0);No (0);Maybe (2)
1639389349-386;https://www.sociolla.com/179-treatment?page=28;;https://www.sociolla.com/toner/10574-nature-daily-seaweed-balancing-toner;Wardah;Nature Daily Seaweed Balancing Toner;Nature Daily Seaweed Balancing Toner;Rp25.500;04.05;-331;280;Yes (197);No (35);Maybe (99)
1639390020-496;https://www.sociolla.com/179-treatment?page=21;;https://www.sociolla.com/face-serum/62177-daily-boost-antioxidant-serum;Elsheskin;Daily Boost Antioxidant Serum;Daily Boost Antioxidant Serum;Rp 139.000 - Rp 240.000;null;null;null;null;null;null
1639390756-614;https://www.sociolla.com/179-treatment?page=13;;https://www.sociolla.com/face-serum/59093-jeju-lotus-pinkinsh-bright-serum-3cps;Rojukiss;Jeju Lotus Pinkinsh Bright Serum (3cps);Jeju Lotus Pinkinsh Bright Serum (3cps);Rp 58.500Rp 40.950;null;null;null;null;null;null
1639388962-324;https://www.sociolla.com/179-treatment?page=32;;https://www.sociolla.com/toner/27468-stay-toned-balancing-essence-toner;Hale;Stay Toned. Balancing Essence Toner;Stay Toned. Balancing Essence Toner;Rp129.000;04.07;-206;189;Yes (152);No (14);Maybe (40)
1639388374-229;https://www.sociolla.com/179-treatment?page=38;;https://www.sociolla.com/face-serum/47937-tinh-chat-duong-am-green-tea-seed-serum;Innisfree;Green Tea Seed Serum Biome Science;Green Tea Seed Serum Biome Science;Rp370.000;04.06;-61;51;Yes (48);No (4);Maybe (9)
1639390648-596;https://www.sociolla.com/179-treatment?page=14;;https://www.sociolla.com/face-serum/11827-snail-bee-ultimate-serum;Benton;Snail Bee Ultimate Serum;Snail Bee Ultimate Serum;Rp 350.000Rp 210.000;04.03;-446;377;Yes (250);No (62);Maybe (134)
1639389922-481;https://www.sociolla.com/179-treatment?page=22;;https://www.sociolla.com/acne-blemish-treatments/10872-ms-pimple-acne-solution-spot-gel;Emina;Ms Pimple Acne Solution Spot Gel;Ms Pimple Acne Solution Spot Gel;Rp34.000;04.05;(1,3k);1128;Yes (805);No (159);Maybe (324)
1639389521-415;https://www.sociolla.com/179-treatment?page=26;;https://www.sociolla.com/eye-care/55012-lng-water-bank-eye-gel-25ml-ol21;Laneige;LNG Water Bank Eye Gel 25ml (OL21);LNG Water Bank Eye Gel 25ml (OL21);Rp 660.000Rp 360.000;04.03;-4;2;Yes (3);No (1);Maybe (0)
1639389891-476;https://www.sociolla.com/179-treatment?page=22;;https://www.sociolla.com/toner/54979-lng-cream-skin-refiner-150ml-ol21;Laneige;LNG Cream Skin Refiner 150ml (OL21);LNG Cream Skin Refiner 150ml (OL21);Rp 567.000Rp 340.000;04.08;-11;7;Yes (10);No (0);Maybe (1)
1639389940-484;https://www.sociolla.com/179-treatment?page=22;;https://www.sociolla.com/ampoule/58370-tea-tree-biome-blemish-cica-ampoule;Mediheal;Tea Tree Biome Blemish Cica Ampoule;Tea Tree Biome Blemish Cica Ampoule;Rp 379.000Rp 341.100;04.09;-37;30;Yes (31);No (0);Maybe (6)
1639391061-663;https://www.sociolla.com/179-treatment?page=10;;https://www.sociolla.com/toner/25883-refresh-aha-bha-vitamin-c-daily-toner;COSRX;Refresh AHA/BHA Vitamin C Daily Toner;Refresh AHA/BHA Vitamin C Daily Toner;Rp 99.000 - Rp 225.000Rp 74.250 - Rp 157.500;04.06;(1k);885;Yes (681);No (80);Maybe (262)
1639387558-104;https://www.sociolla.com/179-treatment?page=46;;https://www.sociolla.com/toner/11864-see-and-saw-ac-control-toner;the saem;See & Saw AC Control Toner;See & Saw AC Control Toner;Rp229.000;04.05;-5;4;Yes (2);No (0);Maybe (3)
1639389602-428;https://www.sociolla.com/179-treatment?page=25;;https://www.sociolla.com/eye-treatments/52510-peptide-eye-cream-gel;Everwhite;Peptide Eye Cream Gel;Peptide Eye Cream Gel;Rp 106.700 - Rp 139.700Rp 96.030 - Rp 125.730;04.06;-355;298;Yes (235);No (24);Maybe (96)
1639390749-613;https://www.sociolla.com/179-treatment?page=13;;https://www.sociolla.com/skincare/7847-sebium-gel-gommant-exfoliating-gel;Bioderma;Sebium Gel Gommant / Exfoliating Gel;Sebium Gel Gommant / Exfoliating Gel;Rp 258.500Rp 206.800;04.05;-139;129;Yes (99);No (12);Maybe (28)
1639389493-410;https://www.sociolla.com/179-treatment?page=26;;https://www.sociolla.com/eye-care/10722-renew-you-anti-aging-eye-cream;Wardah;Renew You Anti Aging Eye Cream;Renew You Anti Aging Eye Cream;Rp85.000;04.04;-219;182;Yes (95);No (29);Maybe (95)
1639388985-327;https://www.sociolla.com/179-treatment?page=31;;https://www.sociolla.com/toner/54824-daily-skin-softening-water;Dear Klairs;Daily Skin Softening Water;Daily Skin Softening Water;Rp 400.000Rp 340.000;04.05;-20;15;Yes (12);No (1);Maybe (7)
1639390632-594;https://www.sociolla.com/179-treatment?page=15;;https://www.sociolla.com/toner/9479-acne-refresh-toner;Elsheskin;Acne Refresh Toner;Acne Refresh Toner;Rp 65.000Rp 63.700;04.02;-534;459;Yes (291);No (105);Maybe (138)
1639388260-212;https://www.sociolla.com/179-treatment?page=40;;https://www.sociolla.com/toner/55538-jeju-volcanic-pore-toner-2x-200ml;Innisfree;Jeju Volcanic Pore Toner 2X 200ML;Jeju Volcanic Pore Toner 2X 200ML;Rp250.000;04.02;-9;5;Yes (5);No (3);Maybe (1)
1639390888-636;https://www.sociolla.com/179-treatment?page=12;;https://www.sociolla.com/toner/9611-acnederm-pore-refining-toner;Wardah;Acnederm Pore Refining Toner;Acnederm Pore Refining Toner;Rp31.500;04.04;-731;614;Yes (418);No (120);Maybe (193)
1639387882-152;https://www.sociolla.com/179-treatment?page=43;;https://www.sociolla.com/acne-blemish-treatments/58949-triple-action-spot-care;YOU Makeups;AcnePlus Triple Action Spot Care;AcnePlus Triple Action Spot Care;Rp 40.000Rp 34.000;04.07;-10;5;Yes (7);No (1);Maybe (2)
1639390028-497;https://www.sociolla.com/179-treatment?page=21;;https://www.sociolla.com/face-serum/62174-hydracare-calming-serum;Elsheskin;Hydracare Calming Serum;Hydracare Calming Serum;Rp 109.000 - Rp 185.000;null;null;null;null;null;null
1639390992-653;https://www.sociolla.com/179-treatment?page=11;;https://www.sociolla.com/essence/55070-perfect-hydrating-treatment-essence-special-edition-avoskin-x-sociolla;Avoskin;Avoskin Loving Set;Avoskin Loving Set;Rp 328.900Rp 246.675;04.08;-313;251;Yes (279);No (3);Maybe (31)
1639389685-443;https://www.sociolla.com/179-treatment?page=24;;https://www.sociolla.com/face-serum/56775-bright-stuff-face-serum;Emina;Bright Stuff Face Serum;Bright Stuff Face Serum;Rp 16.500 - Rp 49.000;04.06;-283;217;Yes (206);No (11);Maybe (66)
1639387203-53;https://www.sociolla.com/179-treatment?page=50;;https://www.sociolla.com/face-serum/59795-soothing-cica-and-aloe-facial-serum;Jumiso;Soothing Cica & Aloe Facial Serum;Soothing Cica & Aloe Facial Serum;Rp 370.000Rp 222.000;04.07;-4;2;Yes (3);No (0);Maybe (1)
1639389997-493;https://www.sociolla.com/179-treatment?page=21;;https://www.sociolla.com/face-serum/62184-smoothing-serum;Elsheskin;Smoothing Serum;Smoothing Serum;Rp 119.000 - Rp 199.000;null;null;null;null;null;null
1639389137-351;https://www.sociolla.com/179-treatment?page=30;;https://www.sociolla.com/toner/7960-sensibio-tonique;Bioderma;Sensibio Tonique;Sensibio Tonique;Rp 165.000 - Rp 275.000Rp 132.000 - Rp 220.000;04.04;-310;279;Yes (168);No (48);Maybe (94)
1639391425-717;https://www.sociolla.com/179-treatment?page=4;;https://www.sociolla.com/toner/14748-face-toner-cica-series;NPure;Face Toner Cica Series;Face Toner Cica Series;Rp100.000;04.07;(4,3k);3613;Yes (3,4k);No (192);Maybe (653)
1639388040-178;https://www.sociolla.com/179-treatment?page=42;;https://www.sociolla.com/toner/11809-toner-extract-it;Huxley;Toner Extract It;Toner Extract It;Rp 400.000Rp 240.000;04.05;-103;92;Yes (59);No (11);Maybe (33)
1639390079-504;https://www.sociolla.com/179-treatment?page=20;;https://www.sociolla.com/acne-blemish-treatments/53611-pure-fit-cica-powder;COSRX;Pure Fit Cica Powder;Pure Fit Cica Powder;Rp 199.000Rp 149.250;04.05;-37;30;Yes (28);No (3);Maybe (6)
1639390964-648;https://www.sociolla.com/179-treatment?page=11;;https://www.sociolla.com/nose-pack/48933-kem-lam-giam-mun-dau-den;KEANA NADESHIKO;KEANA Baking Soda Nose Cream Pack;KEANA Baking Soda Nose Cream Pack;Rp 199.000Rp 179.100;04.08;-3;1;Yes (2);No (0);Maybe (1)
1639390736-610;https://www.sociolla.com/179-treatment?page=13;;https://www.sociolla.com/toner/9208-one-step-original-clear-pads;COSRX;One Step Original Clear Pads;One Step Original Clear Pads;Rp 285.000Rp 199.500;04.04;(3,5k);3346;Yes (2,4k);No (285);Maybe (843)
1639391003-655;https://www.sociolla.com/179-treatment?page=11;;https://www.sociolla.com/eye-care/59793-snail-bee-ultimate-eye-cream;Benton;Snail Bee Ultimate Eye Cream;Snail Bee Ultimate Eye Cream;Rp 380.000Rp 228.000;04.05;-1;1;Yes (1);No (0);Maybe (0)
1639389870-473;https://www.sociolla.com/179-treatment?page=22;;https://www.sociolla.com/acne-blemish-treatments/55131-spot-patch;VT Cosmetics;Spot Patch;Spot Patch;Rp 49.000Rp 36.750;03.09;-6;3;Yes (2);No (2);Maybe (2)
1639389381-391;https://www.sociolla.com/179-treatment?page=27;;https://www.sociolla.com/booster/59583-clear-c-adv-effector_ex-150ml-ol0721;Laneige;Clear-C Adv Effector_EX 150ml (OL0721);Clear-C Adv Effector_EX 150ml (OL0721);Rp 665.500Rp 420.000;04.07;-16;11;Yes (13);No (1);Maybe (2)
1639391073-665;https://www.sociolla.com/179-treatment?page=10;;https://www.sociolla.com/face-serum/54466-white-truffle-first-spray-serum;d'Alba;White Truffle First Spray Serum;White Truffle First Spray Serum;Rp 450.000Rp 315.000;04.07;-106;95;Yes (88);No (4);Maybe (14)
1639389009-330;https://www.sociolla.com/179-treatment?page=31;;https://www.sociolla.com/acne-blemish-treatments/60786-volcanic-ash-pimple-drying-lotion;Omniskin;Volcanic Ash Pimple Drying Lotion;Volcanic Ash Pimple Drying Lotion;Rp89.000;05.00;-2;1;Yes (2);No (0);Maybe (0)
1639388183-199;https://www.sociolla.com/179-treatment?page=40;;https://www.sociolla.com/booster/12719-age-defy-skin-refiner;Safi;Age Defy Skin Refiner;Age Defy Skin Refiner;Rp 66.000Rp 56.100;04.03;-121;105;Yes (69);No (20);Maybe (32)
1639387976-167;https://www.sociolla.com/179-treatment?page=42;;https://www.sociolla.com/toner/28103-ac-collection-calming-liquid-intensive;COSRX;AC Collection Calming Liquid Intensive;AC Collection Calming Liquid Intensive;Rp 370.000Rp 296.000;04.06;-225;206;Yes (141);No (18);Maybe (66)
1639389130-350;https://www.sociolla.com/179-treatment?page=30;;https://www.sociolla.com/face-serum/46386-very-gentle-calming-serum;TRILOGY;Very Gentle Calming Serum;Very Gentle Calming Serum;Rp550.000;03.08;-1;1;Yes (0);No (0);Maybe (1)
1639390085-505;https://www.sociolla.com/179-treatment?page=20;;https://www.sociolla.com/toner/28302-sea-bukcthorn-essence-toner;Kleveru;Sea Bukcthorn Essence Toner;Sea Bukcthorn Essence Toner;Rp 154.000Rp 107.800;04.06;-856;813;Yes (582);No (34);Maybe (240)
1639389916-480;https://www.sociolla.com/179-treatment?page=22;;https://www.sociolla.com/toner/13408-phyto-natural-enrich-whitening-toner;Osho;Phyto Natural Enrich Whitening Toner;Phyto Natural Enrich Whitening Toner;Rp 340.000Rp 102.000;04.05;-40;36;Yes (18);No (3);Maybe (19)
