web-scraper-order;web-scraper-start-url;link;link-href;brand;product_name;category;price;rating;number_of_reviews;number_of_recommendations;repurchase_yes;repurchase_no;repurchase_maybe
1639397946-1477;https://www.sociolla.com/2303-mask?page=23;;https://www.sociolla.com/sheet-mask/60311-total-solution-essential-sheet-mask-green-tea;PRETTY SKIN;TOTAL SOLUTION ESSENTIAL SHEET MASK #GREEN TEA;TOTAL SOLUTION ESSENTIAL SHEET MASK #GREEN TEA;Rp 9.700Rp 9.215;04.01;-3;1;Yes (1);No (0);Maybe (2)
1639399832-1769;https://www.sociolla.com/2303-mask?page=3;;https://www.sociolla.com/sleeping-mask/16170-watermelon-glow-mask;Lacoco;Watermelon Glow Mask;Watermelon Glow Mask;Rp 100.000 - Rp 225.000;04.06;-978;873;Yes (723);No (48);Maybe (207)
1639396323-1227;https://www.sociolla.com/2303-mask?page=38;;https://www.sociolla.com/peel-off-mask/16187-sea-side-glow-peel-off-mask;Clay Botanicals;Sea Side Glow Peel Off Mask;Sea Side Glow Peel Off Mask;Rp105.000;04.03;-11;8;Yes (5);No (3);Maybe (3)
1639396483-1253;https://www.sociolla.com/2303-mask?page=37;;https://www.sociolla.com/wash-off-mask/15260-joylab-lychee-tea-mask;Joylab;Joylab Lychee Tea Mask;Joylab Lychee Tea Mask;Rp 160.000Rp 123.200;04.01;-21;11;Yes (7);No (6);Maybe (8)
1639396295-1223;https://www.sociolla.com/2303-mask?page=39;;https://www.sociolla.com/sleeping-mask/15120-1025-dokdo-sleeping-pack;Round Lab;1025 Dokdo Sleeping Pack;1025 Dokdo Sleeping Pack;Rp273.000;04.05;-1;1;Yes (0);No (0);Maybe (1)
1639397982-1483;https://www.sociolla.com/2303-mask?page=22;;https://www.sociolla.com/clay-mask/28836-mat-na-dat-set-hong-cho-da-nhay-cam;Sukin;Sensitive Pink Clay Masque;Sensitive Pink Clay Masque;Rp 229.000Rp 194.650;null;null;null;null;null;null
1639398267-1528;https://www.sociolla.com/2303-mask?page=19;;https://www.sociolla.com/peel-off-mask/54784-ultra-h2o-mask-refill-blue-1-set;Let Me Skin;Ultra H2O Mask Refill - Blue (1 Set);Ultra H2O Mask Refill - Blue (1 Set);Rp 70.000Rp 49.000;04.07;-16;15;Yes (10);No (1);Maybe (5)
1639399881-1776;https://www.sociolla.com/2303-mask?page=2;;https://www.sociolla.com/sheet-mask/10184-ape-proatin-mask;Mediheal;APE Proatin Mask;APE Proatin Mask;Rp 29.000Rp 20.300;04.06;-310;303;Yes (254);No (11);Maybe (45)
1639398938-1631;https://www.sociolla.com/2303-mask?page=13;;https://www.sociolla.com/sheet-mask/12061-jeju-rest-canola-mask;SNP;Jeju Rest Canola Mask;Jeju Rest Canola Mask;Rp 16.500Rp 14.025;04.05;-265;250;Yes (180);No (13);Maybe (72)
1639398129-1507;https://www.sociolla.com/2303-mask?page=21;;https://www.sociolla.com/wash-off-mask/16209-nature-daily-milky-oat-exfoliating-scrub-capsule-mask;Wardah;Nature Daily Milky Oat Exfoliating Scrub Capsule Mask;Nature Daily Milky Oat Exfoliating Scrub Capsule Mask;Rp21.000;04.05;-239;223;Yes (153);No (24);Maybe (62)
1639397177-1363;https://www.sociolla.com/2303-mask?page=30;;https://www.sociolla.com/skincare/53947-my-skin-matte-face-mask-marigold-and-avocado;YOU Makeups;My Skin Matte Face Mask Marigold & Avocado;My Skin Matte Face Mask Marigold & Avocado;Rp 15.000Rp 12.750;04.00;-11;9;Yes (6);No (2);Maybe (3)
1639396655-1280;https://www.sociolla.com/2303-mask?page=35;;https://www.sociolla.com/sheet-mask/15313-natural-essential-mask-aqua-calming;AHC;Natural Essential Mask Aqua Calming;Natural Essential Mask Aqua Calming;Rp 36.000Rp 23.400;04.06;-164;139;Yes (124);No (11);Maybe (29)
1639396738-1293;https://www.sociolla.com/2303-mask?page=34;;https://www.sociolla.com/lip-mask/54522-choosy-lip-pack-peach-brightening;CHOOSY;CHOOSY Lip Pack Peach (Brightening);CHOOSY Lip Pack Peach (Brightening);Rp 19.900Rp 17.910;04.07;-116;95;Yes (93);No (4);Maybe (19)
1639397046-1343;https://www.sociolla.com/2303-mask?page=31;;https://www.sociolla.com/sleeping-mask/55133-cica-sleeping-mask;VT Cosmetics;Cica Sleeping Mask;Cica Sleeping Mask;Rp 429.000Rp 334.620;null;null;null;null;null;null
1639399045-1648;https://www.sociolla.com/2303-mask?page=12;;https://www.sociolla.com/sheet-mask/24322-pure-essence-mask-sheet-buy-1-get-1-free;Holika Holika;Pure Essence Mask Sheet (BUY 1 GET 1 FREE);Pure Essence Mask Sheet (BUY 1 GET 1 FREE);Rp44.000;null;null;null;null;null;null
1639398623-1580;https://www.sociolla.com/2303-mask?page=16;;https://www.sociolla.com/sheet-mask/23743-british-rose-hydrating-mask;Huangjisoo;British rose hydrating mask;British rose hydrating mask;Rp 79.000Rp 51.350;04.09;-2;2;Yes (2);No (0);Maybe (0)
1639399887-1777;https://www.sociolla.com/2303-mask?page=2;;https://www.sociolla.com/sheet-mask/9198-pdf-ac-dressing-ampoule-mask-ex;Mediheal;P.D.F AC-Dressing Ampoule Mask EX;P.D.F AC-Dressing Ampoule Mask EX;Rp 29.000Rp 20.300;04.06;(1,2k);1187;Yes (1k);No (64);Maybe (164)
1639396840-1309;https://www.sociolla.com/2303-mask?page=33;;https://www.sociolla.com/sheet-mask/17089-bio-solution-hydrating-hyaluronic-acid-mask-sheet;the saem;Bio Solution Hydrating Hyaluronic Acid Mask Sheet;Bio Solution Hydrating Hyaluronic Acid Mask Sheet;Rp22.900;04.01;-9;7;Yes (4);No (1);Maybe (4)
1639396870-1314;https://www.sociolla.com/2303-mask?page=33;;https://www.sociolla.com/sheet-mask/28378-prime-youth-gold-caviar-gold-foil-mask;Holika Holika;Prime Youth Gold Caviar Gold Foil Mask;Prime Youth Gold Caviar Gold Foil Mask;Rp118.000;04.02;-4;3;Yes (3);No (0);Maybe (1)
1639397075-1348;https://www.sociolla.com/2303-mask?page=31;;https://www.sociolla.com/peel-off-mask/51673-peel-off-mask;Philocaly Skin;Peel Off Mask Lavender 1KG;Peel Off Mask Lavender 1KG;Rp285.000;null;null;null;null;null;null
1639396707-1288;https://www.sociolla.com/2303-mask?page=34;;https://www.sociolla.com/mask/23760-one-night-rescue-adults-smooth-and-brightening;LULULUN;One Night Rescue Adults - Smooth & Brightening;One Night Rescue Adults - Smooth & Brightening;Rp 45.000Rp 33.750;04.06;-18;14;Yes (13);No (1);Maybe (4)
1639399729-1753;https://www.sociolla.com/2303-mask?page=5;;https://www.sociolla.com/sheet-mask/57735-ariul-7days-mask-calendula-p;Ariul;ARIUL 7days Mask Calendula + P;ARIUL 7days Mask Calendula + P;Rp 19.000Rp 15.200;04.09;-84;65;Yes (81);No (0);Maybe (3)
1639398751-1599;https://www.sociolla.com/2303-mask?page=15;;https://www.sociolla.com/sheet-mask/16824-clarifying-cica-sheet-mask-8-sheets;Sensatia Botanicals;Clarifying Cica Sheet Mask - 8 sheets;Clarifying Cica Sheet Mask - 8 sheets;Rp 180.000Rp 144.000;04.05;-6;5;Yes (3);No (0);Maybe (3)
1639398230-1523;https://www.sociolla.com/2303-mask?page=20;;https://www.sociolla.com/wash-off-mask/57531-capsule-treat-gel-mask;Emina;Capsule Treat Gel Mask;Capsule Treat Gel Mask;Rp20.000;04.06;-15;11;Yes (7);No (2);Maybe (6)
1639399513-1719;https://www.sociolla.com/2303-mask?page=7;;https://www.sociolla.com/sleeping-mask/28522-watermelon-hydro-glow-sleeping-mask;Ariul;Watermelon Hydro Glow Sleeping Mask;Watermelon Hydro Glow Sleeping Mask;Rp 169.000Rp 143.650;04.07;-479;448;Yes (339);No (20);Maybe (120)
1639399526-1721;https://www.sociolla.com/2303-mask?page=7;;https://www.sociolla.com/sheet-mask/53231-line-teatree-care-essential-mask-ex;Mediheal;Line - Teatree Care Essential Mask EX;Line - Teatree Care Essential Mask EX;Rp 29.000Rp 24.650;04.08;-380;372;Yes (314);No (1);Maybe (65)
1639396926-1323;https://www.sociolla.com/2303-mask?page=32;;https://www.sociolla.com/peel-off-mask/25913-blackhead-nose-mask;BrunBrun Paris;Blackhead Nose Mask;Blackhead Nose Mask;Rp29.900;03.04;-13;4;Yes (1);No (10);Maybe (2)
1639399751-1756;https://www.sociolla.com/2303-mask?page=4;;https://www.sociolla.com/sheet-mask/59089-acne-pore-expert-5x-serum-mask-6-pcs;Rojukiss;Acne Pore Expert 5x Serum mask (6 pcs);Acne Pore Expert 5x Serum mask (6 pcs);Rp 126.000Rp 75.600;null;null;null;null;null;null
1639399789-1762;https://www.sociolla.com/2303-mask?page=4;;https://www.sociolla.com/sheet-mask/59675-ariul-7days-mask-best-seller-set;Ariul;Ariul 7Days Mask - Best Seller Set;Ariul 7Days Mask - Best Seller Set;Rp 57.000Rp 42.750;null;null;null;null;null;null
1639396329-1228;https://www.sociolla.com/2303-mask?page=38;;https://www.sociolla.com/sleeping-mask/14173-white-secret-hydraglow-sleeping-mask;Wardah;White Secret Hydraglow Sleeping Mask;White Secret Hydraglow Sleeping Mask;Rp107.500;04.06;-142;130;Yes (101);No (11);Maybe (30)
1639399389-1701;https://www.sociolla.com/2303-mask?page=9;;https://www.sociolla.com/sheet-mask/58327-highly-moisturizing-essence-mask-pack;Pyunkang Yul;Highly Moisturizing Essence Mask Pack;Highly Moisturizing Essence Mask Pack;Rp 40.000Rp 24.000;04.08;-12;9;Yes (11);No (0);Maybe (1)
1639397008-1336;https://www.sociolla.com/2303-mask?page=31;;https://www.sociolla.com/sheet-mask/49267-mat-na-giay-hyaluron-moist;Some By Mi;Hyaluron Moisturizing Glow Luminous Ampoule Mask;Hyaluron Moisturizing Glow Luminous Ampoule Mask;Rp38.000;04.08;-12;10;Yes (10);No (0);Maybe (2)
1639399844-1771;https://www.sociolla.com/2303-mask?page=3;;https://www.sociolla.com/sheet-mask/27152-missha-airy-fit-sheet-mask-lemon;Missha;Airy Fit Sheet Mask Lemon;Airy Fit Sheet Mask Lemon;Rp 34.500Rp 13.800;04.07;-171;157;Yes (132);No (2);Maybe (37)
1639397669-1432;https://www.sociolla.com/2303-mask?page=25;;https://www.sociolla.com/peel-off-mask/10992-clear-whitening-mask;KOSE;Sekkisei Clear Whitening Mask;Sekkisei Clear Whitening Mask;Rp349.000;04.06;-31;30;Yes (24);No (1);Maybe (6)
1639396864-1313;https://www.sociolla.com/2303-mask?page=33;;https://www.sociolla.com/sheet-mask/15244-dermask-water-jet-shooting-hydra-solution-1-sheet;Dr Jart;Dermask Water jet Shooting Hydra Solution (1 Sheet);Dermask Water jet Shooting Hydra Solution (1 Sheet);Rp 58.000Rp 52.200;04.06;-17;17;Yes (12);No (2);Maybe (3)
1639397140-1358;https://www.sociolla.com/2303-mask?page=30;;https://www.sociolla.com/skincare/51168-pond-s-men-pore-vacuum-peel-of-mask;Pond's;Pond's Men Pore Vacuum Peel of Mask;Pond's Men Pore Vacuum Peel of Mask;Rp 20.000Rp 15.600;04.07;-20;17;Yes (14);No (2);Maybe (4)
1639396335-1229;https://www.sociolla.com/2303-mask?page=38;;https://www.sociolla.com/sheet-mask/11315-joyful-time-essence-mask-aqua;Mizon;Joyful Time Essence Mask Aqua;Joyful Time Essence Mask Aqua;;04.04;-95;86;Yes (52);No (11);Maybe (32)
1639399219-1675;https://www.sociolla.com/2303-mask?page=10;;https://www.sociolla.com/clay-mask/47944-mat-na-dat-set-thanh-loc-lo-chan-long-super-volcanic-pore-clay-mask-2x;Innisfree;Super volcanic pore clay mask 2x;Super volcanic pore clay mask 2x;Rp190.000;04.06;-168;136;Yes (114);No (11);Maybe (43)
1639399450-1710;https://www.sociolla.com/2303-mask?page=8;;https://www.sociolla.com/sheet-mask/15690-7days-plus-mask-brocolli;Ariul;7Days Plus Mask - Brocolli;7Days Plus Mask - Brocolli;Rp 34.900Rp 24.430;04.07;-58;53;Yes (50);No (3);Maybe (5)
1639397165-1361;https://www.sociolla.com/2303-mask?page=30;;https://www.sociolla.com/wash-off-mask/52946-hydrating-jelly-mask;TRILOGY;Hydrating Jelly Mask;Hydrating Jelly Mask;Rp480.000;05.00;-2;2;Yes (2);No (0);Maybe (0)
1639396381-1237;https://www.sociolla.com/2303-mask?page=38;;https://www.sociolla.com/sleeping-mask/54046-lng-water-sleeping-mask-ex-70ml-ol21;Laneige;LNG Water Sleeping Mask EX 70ml (OL21);LNG Water Sleeping Mask EX 70ml (OL21);Rp 450.000Rp 334.500;04.06;-115;103;Yes (85);No (10);Maybe (20)
1639397145-1359;https://www.sociolla.com/2303-mask?page=30;;https://www.sociolla.com/sheet-mask/56614-freshmix-mask-pack-of-5;Loreal Paris;Freshmix Mask Pack of 5;Freshmix Mask Pack of 5;Rp 145.000Rp 97.150;null;null;null;null;null;null
1639397934-1474;https://www.sociolla.com/2303-mask?page=23;;https://www.sociolla.com/sheet-mask/11740-birds-nest-aqua-ampoule-mask;SNP;Bird's Nest Aqua Ampoule Mask;Bird's Nest Aqua Ampoule Mask;Rp 39.000Rp 33.150;04.06;-330;320;Yes (243);No (9);Maybe (78)
1639398789-1606;https://www.sociolla.com/2303-mask?page=15;;https://www.sociolla.com/sheet-mask/23619-chocolate-milk-one-pack;A'pieu;Chocolate Milk One-Pack;Chocolate Milk One-Pack;Rp 15.900Rp 11.130;04.06;-260;232;Yes (173);No (16);Maybe (71)
1639398832-1613;https://www.sociolla.com/2303-mask?page=14;;https://www.sociolla.com/sheet-mask/27633-comfort-me-brightening-hole-mask;Make P:rem;Comfort me. Brightening Hole Mask;Comfort me. Brightening Hole Mask;Rp 39.000Rp 33.150;04.09;-6;6;Yes (5);No (0);Maybe (1)
1639398141-1509;https://www.sociolla.com/2303-mask?page=21;;https://www.sociolla.com/wash-off-mask/13982-signature-hydrating-facial-masque;Sukin;Signature Hydrating Facial Masque;Signature Hydrating Facial Masque;Rp 229.000Rp 148.850;04.04;-69;59;Yes (35);No (10);Maybe (24)
1639399301-1687;https://www.sociolla.com/2303-mask?page=9;;https://www.sociolla.com/sheet-mask/23726-one-a-day-fruits-mask-brightening;Helloganic;One a day fruits mask - brightening;One a day fruits mask - brightening;Rp 39.000Rp 29.250;04.08;-30;29;Yes (27);No (0);Maybe (3)
1639396489-1254;https://www.sociolla.com/2303-mask?page=37;;https://www.sociolla.com/clay-mask/49710-heartleaf-purifying-mask;BY ECOM;Heartleaf Purifying Mask;Heartleaf Purifying Mask;Rp 550.000Rp 330.000;04.04;-7;6;Yes (2);No (2);Maybe (3)
1639399199-1671;https://www.sociolla.com/2303-mask?page=10;;https://www.sociolla.com/sheet-mask/13522-garnier-serum-mask-bright-up;Garnier;Garnier Serum Mask Bright Up;Garnier Serum Mask Bright Up;Rp 20.900Rp 18.810;04.06;(1,7k);1635;Yes (1,4k);No (60);Maybe (259)
1639398272-1529;https://www.sociolla.com/2303-mask?page=19;;https://www.sociolla.com/wash-off-mask/60117-sugarcane-calendula-exfoliating-facial-mask;Bloomka;Sugarcane + Calendula Exfoliating Facial Mask;Sugarcane + Calendula Exfoliating Facial Mask;Rp 92.000Rp 64.400;04.08;-6;4;Yes (3);No (0);Maybe (3)
1639396341-1230;https://www.sociolla.com/2303-mask?page=38;;https://www.sociolla.com/sheet-mask/11318-joyful-time-essence-mask-rose;Mizon;Joyful Time Essence Mask Rose;Joyful Time Essence Mask Rose;;04.04;-93;84;Yes (58);No (6);Maybe (29)
1639397597-1421;https://www.sociolla.com/2303-mask?page=26;;https://www.sociolla.com/sheet-mask/60312-total-solution-essential-sheet-mask-olive;PRETTY SKIN;TOTAL SOLUTION ESSENTIAL SHEET MASK #OLIVE;TOTAL SOLUTION ESSENTIAL SHEET MASK #OLIVE;Rp 9.700Rp 9.215;04.05;-2;1;Yes (1);No (0);Maybe (1)
1639399862-1773;https://www.sociolla.com/2303-mask?page=2;;https://www.sociolla.com/sheet-mask/47757-real-big-yogurt-one-bottle;A'pieu;Real Big Yogurt One-Bottle Sheet Mask;Real Big Yogurt One-Bottle Sheet Mask;Rp 19.900Rp 14.925;04.06;-307;272;Yes (246);No (9);Maybe (52)
1639399481-1715;https://www.sociolla.com/2303-mask?page=8;;https://www.sociolla.com/lip-mask/54525-choosy-lip-pack-fruit-moisturizing-and-softening;CHOOSY;CHOOSY Lip Pack Fruit (Moisturizing & Softening);CHOOSY Lip Pack Fruit (Moisturizing & Softening);Rp 19.900Rp 17.910;04.07;-45;38;Yes (38);No (1);Maybe (6)
1639397462-1404;https://www.sociolla.com/2303-mask?page=27;;https://www.sociolla.com/wash-off-mask/16469-youth-mask;BEAU;Youth Mask;Youth Mask;Rp200.000;04.03;-22;19;Yes (11);No (3);Maybe (8)
1639396949-1327;https://www.sociolla.com/2303-mask?page=32;;https://www.sociolla.com/sleeping-mask/55142-cica-nutrition-sleeping-mask;VT Cosmetics;Cica Nutrition Sleeping Mask;Cica Nutrition Sleeping Mask;Rp 38.500 - Rp 329.000Rp 38.500 - Rp 256.620;null;null;null;null;null;null
1639397481-1407;https://www.sociolla.com/2303-mask?page=27;;https://www.sociolla.com/peel-off-mask/5550-grape-seed-olive-face-mask;Emina;Grape Seed Olive Face Mask;Grape Seed Olive Face Mask;Rp39.500;04.02;-432;403;Yes (153);No (117);Maybe (162)
1639398571-1573;https://www.sociolla.com/2303-mask?page=17;;https://www.sociolla.com/sleeping-mask/57533-capsule-treat-sleeping-mask;Emina;Capsule Treat Sleeping Mask;Capsule Treat Sleeping Mask;Rp20.000;04.05;-28;17;Yes (13);No (2);Maybe (13)
1639398870-1620;https://www.sociolla.com/2303-mask?page=14;;https://www.sociolla.com/sheet-mask/16915-sos-calming-mask;Let Me Skin;Sos Calming Mask;Sos Calming Mask;Rp 29.000Rp 18.850;04.06;-34;30;Yes (23);No (5);Maybe (6)
1639399051-1649;https://www.sociolla.com/2303-mask?page=12;;https://www.sociolla.com/sheet-mask/13725-pure-essence-mask-sheet-buy-2-get-1-free;Holika Holika;Pure Essence Mask Sheet (Buy 2 Get 1 Free);Pure Essence Mask Sheet (Buy 2 Get 1 Free);Rp 66.000Rp 46.200;null;null;null;null;null;null
1639397104-1352;https://www.sociolla.com/2303-mask?page=30;;https://www.sociolla.com/sheet-mask/17079-watermelon-mask-sheet;Holika Holika;Watermelon Mask Sheet;Watermelon Mask Sheet;Rp 40.000Rp 28.000;04.06;-10;10;Yes (8);No (0);Maybe (2)
1639397535-1415;https://www.sociolla.com/2303-mask?page=26;;https://www.sociolla.com/skincare/51169-vitamin-duo-sheet-mask-tomato-vitamin-b6;Pond's;Vitamin Duo Sheet Mask - Tomato + Vitamin B6;Vitamin Duo Sheet Mask - Tomato + Vitamin B6;Rp 19.000Rp 14.820;04.08;-78;76;Yes (71);No (0);Maybe (7)
1639396586-1270;https://www.sociolla.com/2303-mask?page=36;;https://www.sociolla.com/eye-mask/52268-steam-eye-mask-neko-daruma-box-5-pcs-limited-edition;MegRhythm;Steam Eye Mask Neko Daruma Box - 5 pcs (LIMITED EDITION);Steam Eye Mask Neko Daruma Box - 5 pcs (LIMITED EDITION);Rp 74.600Rp 63.410;04.07;-126;101;Yes (98);No (3);Maybe (25)
1639396262-1217;https://www.sociolla.com/2303-mask?page=39;;https://www.sociolla.com/sheet-mask/55225-intensive-moisture-mask-set-of-6;Maybena;Intensive Moisture Mask (Set of 6);Intensive Moisture Mask (Set of 6);Rp137.400;null;null;null;null;null;null
1639397834-1457;https://www.sociolla.com/2303-mask?page=24;;https://www.sociolla.com/sheet-mask/25863-mood-maker-mask-cute;Ariul;Mood Maker Mask Cute;Mood Maker Mask Cute;Rp 39.000Rp 25.350;04.07;-276;272;Yes (225);No (5);Maybe (46)
1639398093-1501;https://www.sociolla.com/2303-mask?page=21;;https://www.sociolla.com/peel-off-mask/51676-peel-off-mask;Philocaly Skin;Peel Off Mask Vitamin C & Collagen 1KG;Peel Off Mask Vitamin C & Collagen 1KG;Rp285.000;null;null;null;null;null;null
1639396660-1281;https://www.sociolla.com/2303-mask?page=35;;https://www.sociolla.com/peel-off-mask/54279-clarifying-mask-ex;Sulwhasoo;Clarifying Mask EX;Clarifying Mask EX;Rp 590.000Rp 442.500;null;null;null;null;null;null
1639396642-1278;https://www.sociolla.com/2303-mask?page=35;;https://www.sociolla.com/sheet-mask/15299-premium-hydra-soother-cellulose-mask;AHC;Premium Hydra Soother Cellulose Mask;Premium Hydra Soother Cellulose Mask;Rp 59.000Rp 38.350;04.06;-42;42;Yes (31);No (0);Maybe (11)
1639396607-1273;https://www.sociolla.com/2303-mask?page=35;;https://www.sociolla.com/sheet-mask/51319-emina-masquerade-time;Emina;Emina Masquerade Time!;Emina Masquerade Time!;Rp 145.000Rp 108.750;null;null;null;null;null;null
1639396932-1324;https://www.sociolla.com/2303-mask?page=32;;https://www.sociolla.com/sheet-mask/10998-essence-mask;KOSE;Sekkisei Essence Mask;Sekkisei Essence Mask;Rp929.000;04.08;-3;3;Yes (3);No (0);Maybe (0)
1639397276-1377;https://www.sociolla.com/2303-mask?page=29;;https://www.sociolla.com/wash-off-mask/60122-honey-black-sesame-wash-off-pack;Osho;Honey Black Sesame Wash Off Pack;Honey Black Sesame Wash Off Pack;Rp 225.000Rp 72.000;04.08;-1;1;Yes (1);No (0);Maybe (0)
1639397195-1366;https://www.sociolla.com/2303-mask?page=30;;https://www.sociolla.com/mask/16210-nature-daily-alpine-apple-nutritive-gel-capsule-mask;Wardah;Nature Daily Alpine Apple Nutritive Gel Capsule Mask;Nature Daily Alpine Apple Nutritive Gel Capsule Mask;Rp21.000;04.05;-186;166;Yes (114);No (16);Maybe (56)
1639397746-1444;https://www.sociolla.com/2303-mask?page=25;;https://www.sociolla.com/wash-off-mask/60146-energizing-mask;WESTCARE;Energizing Mask;Energizing Mask;Rp 250.000Rp 175.000;05.00;-1;1;Yes (1);No (0);Maybe (0)
1639397734-1442;https://www.sociolla.com/2303-mask?page=25;;https://www.sociolla.com/clay-mask/27872-spirulina-clay-mask;I trust nature;Spirulina Clay Mask;Spirulina Clay Mask;Rp159.000;04.05;-80;68;Yes (45);No (11);Maybe (24)
1639399763-1757;https://www.sociolla.com/2303-mask?page=4;;https://www.sociolla.com/clay-mask/55564-centella-and-spirulina-green-mask;Kleveru;Centella and Spirulina Green Mask;Centella and Spirulina Green Mask;Rp 123.200Rp 110.880;04.05;-70;54;Yes (37);No (5);Maybe (28)
1639396446-1247;https://www.sociolla.com/2303-mask?page=37;;https://www.sociolla.com/sheet-mask/11755-birds-nest-aqua-fitting-cell-mask;SNP;Bird's Nest Aqua Fitting Cell Mask;Bird's Nest Aqua Fitting Cell Mask;Rp 47.500Rp 38.000;04.06;-402;397;Yes (301);No (7);Maybe (94)
1639397827-1456;https://www.sociolla.com/2303-mask?page=24;;https://www.sociolla.com/sheet-mask/13098-nature-daily-sheet-mask;Wardah;Nature Daily Sheet Mask;Nature Daily Sheet Mask;Rp16.700;04.05;(1,1k);979;Yes (740);No (83);Maybe (240)
1639398849-1616;https://www.sociolla.com/2303-mask?page=14;;https://www.sociolla.com/sheet-mask/51156-aha-bha-pha-sheetmask;Avoskin;AHA BHA PHA Sheetmask;AHA BHA PHA Sheetmask;Rp 38.500Rp 30.800;04.04;-192;163;Yes (127);No (15);Maybe (50)
1639399624-1737;https://www.sociolla.com/2303-mask?page=6;;https://www.sociolla.com/sheet-mask/54321-cica-face-sheet-mask;NPure;Cica Face Sheet Mask;Cica Face Sheet Mask;Rp 16.900Rp 15.210;04.09;(1,1k);875;Yes (1k);No (15);Maybe (83)
1639399573-1729;https://www.sociolla.com/2303-mask?page=7;;https://www.sociolla.com/sheet-mask/23623-coffee-milk-one-pack;A'pieu;Coffee Milk One Pack Sheet Mask;Coffee Milk One Pack Sheet Mask;Rp 15.900Rp 11.130;04.06;-274;245;Yes (193);No (17);Maybe (64)
1639397160-1360;https://www.sociolla.com/2303-mask?page=30;;https://www.sociolla.com/sheet-mask/58919-hyaluronic-acid-moisturizing-mask;null;null;null;null;null;null;null;null;null;null
1639397331-1385;https://www.sociolla.com/2303-mask?page=28;;https://www.sociolla.com/wash-off-mask/23549-fleur-de-terre-mask;Tiff Body;Fleur De Terre Mask;Fleur De Terre Mask;Rp94.000;04.01;-21;16;Yes (6);No (4);Maybe (11)
1639399462-1712;https://www.sociolla.com/2303-mask?page=8;;https://www.sociolla.com/sheet-mask/15686-7days-plus-mask-lemon;Ariul;7Days Plus Mask - Lemon;7Days Plus Mask - Lemon;Rp 34.900Rp 24.430;04.06;-161;146;Yes (120);No (11);Maybe (30)
1639398193-1517;https://www.sociolla.com/2303-mask?page=20;;https://www.sociolla.com/sheet-mask/50657-mascure-whitening-solution-sheet-mask-glutathione;Missha;Mascure Whitening Solution Sheet Mask [Glutathione];Mascure Whitening Solution Sheet Mask [Glutathione];Rp 79.900Rp 35.955;04.05;-7;6;Yes (5);No (1);Maybe (1)
1639398763-1601;https://www.sociolla.com/2303-mask?page=15;;https://www.sociolla.com/sheet-mask/11750-jeju-rest-volcanic-ash-mask;SNP;Jeju Rest Volcanic Ash Mask;Jeju Rest Volcanic Ash Mask;Rp 16.500Rp 14.025;04.04;-242;209;Yes (151);No (21);Maybe (70)
1639396312-1225;https://www.sociolla.com/2303-mask?page=38;;https://www.sociolla.com/wash-off-mask/3373-lightening-face-mask-60-ml;Wardah;Lightening Face Mask 60 ml;Lightening Face Mask 60 ml;;04.00;-998;769;Yes (363);No (307);Maybe (328)
1639399155-1665;https://www.sociolla.com/2303-mask?page=11;;https://www.sociolla.com/sheet-mask/26009-firm-pore-expert-5x-intensive-mask;Rojukiss;Firm Pore Expert 5X Serum Mask;Firm Pore Expert 5X Serum Mask;Rp 21.000Rp 14.700;04.07;-210;180;Yes (171);No (6);Maybe (33)
1639397411-1397;https://www.sociolla.com/2303-mask?page=28;;https://www.sociolla.com/sheet-mask/51822-airy-fit-sheet-mask-aloe-duo;Missha;Airy Fit Sheet Mask Aloe Duo;Airy Fit Sheet Mask Aloe Duo;Rp 69.000Rp 34.500;null;null;null;null;null;null
1639398058-1495;https://www.sociolla.com/2303-mask?page=21;;https://www.sociolla.com/sheet-mask/60855-clinical-ampoule-mask-replumping;Garnier;Clinical Ampoule Mask Replumping;Clinical Ampoule Mask Replumping;Rp 27.500Rp 23.925;04.08;-144;105;Yes (127);No (0);Maybe (17)
1639396590-1271;https://www.sociolla.com/2303-mask?page=36;;https://www.sociolla.com/sleeping-mask/12793-waso-beauty-sleeping-mask;Shiseido;WASO Beauty Sleeping Mask;WASO Beauty Sleeping Mask;Rp600.000;null;null;null;null;null;null
1639399779-1760;https://www.sociolla.com/2303-mask?page=4;;https://www.sociolla.com/clay-mask/61367-herbalism-mugwort-mask;Scarlett Whitening;Scarlett Whitening Herbalism Mugwort Mask;Scarlett Whitening Herbalism Mugwort Mask;Rp 82.500Rp 74.250;04.06;-13;7;Yes (9);No (0);Maybe (4)
1639399501-1717;https://www.sociolla.com/2303-mask?page=7;;https://www.sociolla.com/sheet-mask/61392-ysb-alpha-arbutin-grapeseed-concentrated-serum-mask;Avoskin;YSB Alpha Arbutin + Grapeseed Concentrated Serum Mask;YSB Alpha Arbutin + Grapeseed Concentrated Serum Mask;Rp 38.500Rp 30.800;04.05;-1;1;Yes (1);No (0);Maybe (0)
1639399395-1702;https://www.sociolla.com/2303-mask?page=9;;https://www.sociolla.com/sheet-mask/15312-natural-essential-mask-aqua-brightening;AHC;Natural Essential Mask Aqua Brightening;Natural Essential Mask Aqua Brightening;Rp 36.000Rp 23.400;04.06;-198;175;Yes (144);No (11);Maybe (43)
