web-scraper-order;web-scraper-start-url;link;link-href;brand;product_name;category;price;rating;number_of_reviews;number_of_recommendations;repurchase_yes;repurchase_no;repurchase_maybe
1639396471-1251;https://www.sociolla.com/2303-mask?page=37;;https://www.sociolla.com/wash-off-mask/25944-minty-might-mask;Jarte Beauty;Minty Might Mask;Minty Might Mask;Rp139.000;04.05;-49;46;Yes (29);No (3);Maybe (17)
1639398175-1514;https://www.sociolla.com/2303-mask?page=20;;https://www.sociolla.com/sheet-mask/50659-mascure-ac-care-solution-sheet-mask-nacl;Missha;Mascure Ac Care Solution Sheet Mask [Nacl];Mascure Ac Care Solution Sheet Mask [Nacl];Rp 79.900Rp 35.955;04.02;-4;2;Yes (1);No (1);Maybe (2)
1639397237-1372;https://www.sociolla.com/2303-mask?page=29;;https://www.sociolla.com/sheet-mask/14796-my-orchard-squeeze-mask-peach;Frudia;My Orchard Squeeze Mask Peach;My Orchard Squeeze Mask Peach;Rp22.000;04.05;-13;12;Yes (7);No (2);Maybe (4)
1639398969-1636;https://www.sociolla.com/2303-mask?page=13;;https://www.sociolla.com/sheet-mask/23757-one-night-rescue-adults-deep-moisturizing;LULULUN;One Night Rescue Adults - Deep Moisturizing;One Night Rescue Adults - Deep Moisturizing;Rp 45.000Rp 33.750;04.04;-8;7;Yes (5);No (0);Maybe (3)
1639399113-1658;https://www.sociolla.com/2303-mask?page=11;;https://www.sociolla.com/sheet-mask/27154-airy-fit-sheet-mask-red-ginseng;Missha;Airy Fit Sheet Mask Red Ginseng;Airy Fit Sheet Mask Red Ginseng;Rp 34.500Rp 15.525;04.06;-132;123;Yes (104);No (6);Maybe (22)
1639398164-1512;https://www.sociolla.com/2303-mask?page=20;;https://www.sociolla.com/clay-mask/11126-wild-honey-facial-mask;Sensatia Botanicals;Wild Honey Facial Mask;Wild Honey Facial Mask;Rp 120.000Rp 96.000;04.05;-85;73;Yes (51);No (10);Maybe (24)
1639398714-1593;https://www.sociolla.com/2303-mask?page=15;;https://www.sociolla.com/sheet-mask/49622-fermentation-mask-pack;Benton;Fermentation Mask Pack;Fermentation Mask Pack;Rp 45.000Rp 27.000;04.05;-15;11;Yes (13);No (0);Maybe (2)
1639396648-1279;https://www.sociolla.com/2303-mask?page=35;;https://www.sociolla.com/clay-mask/55536-jeju-volcanic-pore-clay-mask-original-100ml;Innisfree;Jeju Volcanic Pore Clay Mask (Original);Jeju Volcanic Pore Clay Mask (Original);Rp180.000;04.06;-41;32;Yes (28);No (6);Maybe (7)
1639398396-1548;https://www.sociolla.com/2303-mask?page=18;;https://www.sociolla.com/sheet-mask/14240-airguard-foilab-mask-waterful;Mediheal;AirGuard Foilab Mask Waterful;AirGuard Foilab Mask Waterful;Rp 79.000Rp 55.300;04.06;-40;35;Yes (33);No (2);Maybe (5)
1639397966-1480;https://www.sociolla.com/2303-mask?page=22;;https://www.sociolla.com/clay-mask/57887-pixy-glowssentials-smooth-and-bright-peel-off-mask;Pixy;PIXY Glowssentials Smooth & Bright Peel-Off Mask;PIXY Glowssentials Smooth & Bright Peel-Off Mask;Rp35.000;04.00;-1;1;Yes (1);No (0);Maybe (0)
1639396964-1329;https://www.sociolla.com/2303-mask?page=32;;https://www.sociolla.com/sheet-mask/16487-facial-mask-prominent-essence-bird-nest;Nuface;Facial Mask Prominent Essence Bird Nest;Facial Mask Prominent Essence Bird Nest;Rp 31.200Rp 18.096;03.07;-10;5;Yes (3);No (4);Maybe (3)
1639398284-1531;https://www.sociolla.com/2303-mask?page=19;;https://www.sociolla.com/lip-mask/54536-choosy-lip-pack2-gold-pearl-brightening;CHOOSY;CHOOSY Lip Pack Gold Pearl (Brightening);CHOOSY Lip Pack Gold Pearl (Brightening);Rp 19.900Rp 17.910;04.07;-83;72;Yes (67);No (3);Maybe (13)
1639399612-1735;https://www.sociolla.com/2303-mask?page=6;;https://www.sociolla.com/lip-mask/54540-choosy-lip-pack4-yuzu-moisturizing-and-smoothing;CHOOSY;CHOOSY Lip Pack Yuzu (Moisturizing & Smoothing);CHOOSY Lip Pack Yuzu (Moisturizing & Smoothing);Rp 19.900Rp 17.910;04.07;-57;53;Yes (46);No (2);Maybe (9)
1639398993-1639;https://www.sociolla.com/2303-mask?page=12;;https://www.sociolla.com/sheet-mask/15311-natural-essential-mask-aqua-nourishing;AHC;Natural Essential Mask Aqua Nourishing;Natural Essential Mask Aqua Nourishing;Rp 36.000Rp 23.400;04.07;-537;519;Yes (386);No (11);Maybe (140)
1639397951-1478;https://www.sociolla.com/2303-mask?page=23;;https://www.sociolla.com/sheet-mask/60303-total-solution-essential-sheet-mask-honey;PRETTY SKIN;TOTAL SOLUTION ESSENTIAL SHEET MASK #HONEY;TOTAL SOLUTION ESSENTIAL SHEET MASK #HONEY;Rp 9.700Rp 9.215;04.03;-1;0;Yes (1);No (0);Maybe (0)
1639399931-1783;https://www.sociolla.com/2303-mask?page=1;;https://www.sociolla.com/sheet-mask/26012-gluta-pore-expert-5x-intensive-mask;Rojukiss;Gluta Pore Expert 5X Serum Mask;Gluta Pore Expert 5X Serum Mask;Rp 21.000Rp 14.700;04.07;-420;380;Yes (356);No (3);Maybe (61)
1639397663-1431;https://www.sociolla.com/2303-mask?page=25;;https://www.sociolla.com/wash-off-mask/61666-fig-scrub-mask;I'm From;Fig Scrub Mask;Fig Scrub Mask;Rp490.000;null;null;null;null;null;null
1639399069-1652;https://www.sociolla.com/2303-mask?page=12;;https://www.sociolla.com/lip-mask/54546-choosy-lip-pack4-mango-protecting-and-moisturizing;CHOOSY;CHOOSY Lip Pack Mango (Protecting & Moisturizing);CHOOSY Lip Pack Mango (Protecting & Moisturizing);Rp 19.900Rp 17.910;04.05;-23;19;Yes (14);No (1);Maybe (8)
1639398498-1562;https://www.sociolla.com/2303-mask?page=17;;https://www.sociolla.com/clay-mask/54551-pink-hero-clay-mask;Skin Game;Pink Hero Clay Mask;Pink Hero Clay Mask;Rp98.000;04.03;-19;13;Yes (13);No (1);Maybe (5)
1639397300-1381;https://www.sociolla.com/2303-mask?page=29;;https://www.sociolla.com/skincare/51177-pure-white-2in1-sheet-mask-brighten-skin;Pond's;Pure White 2in1 Sheet Mask - Brighten Skin;Pure White 2in1 Sheet Mask - Brighten Skin;Rp 25.000Rp 19.500;04.06;-21;19;Yes (18);No (1);Maybe (2)
1639397517-1413;https://www.sociolla.com/2303-mask?page=27;;https://www.sociolla.com/sleeping-mask/53625-sleeping-beauty-mask;Mizzu;Sleeping Beauty Mask;Sleeping Beauty Mask;Rp79.000;04.08;-3;3;Yes (1);No (0);Maybe (2)
1639398944-1632;https://www.sociolla.com/2303-mask?page=13;;https://www.sociolla.com/sheet-mask/27153-airy-fit-sheet-mask-aloe;Missha;Airy Fit Sheet Mask Aloe;Airy Fit Sheet Mask Aloe;Rp 34.500Rp 15.525;04.05;-93;82;Yes (62);No (3);Maybe (28)
1639399769-1758;https://www.sociolla.com/2303-mask?page=4;;https://www.sociolla.com/sheet-mask/15687-7days-plus-mask-green-tea;Ariul;7Days Plus Mask - Green Tea;7Days Plus Mask - Green Tea;Rp 34.900Rp 24.430;04.06;-89;83;Yes (72);No (3);Maybe (14)
1639398635-1582;https://www.sociolla.com/2303-mask?page=16;;https://www.sociolla.com/peel-off-mask/16558-peel-off-mask;Everwhite;Peel Off Mask;Peel Off Mask;Rp 106.700Rp 85.360;04.03;-92;72;Yes (48);No (17);Maybe (27)
1639399181-1669;https://www.sociolla.com/2303-mask?page=11;;https://www.sociolla.com/sheet-mask/12702-perfect-aqua-white-mask-extra-white;Senka;Perfect Aqua White Mask Extra White;Perfect Aqua White Mask Extra White;Rp 36.000Rp 25.200;04.05;-237;227;Yes (158);No (11);Maybe (68)
1639398804-1608;https://www.sociolla.com/2303-mask?page=14;;https://www.sociolla.com/sheet-mask/13245-ice-bear-vita-mask;SNP;Ice Bear Vita Mask;Ice Bear Vita Mask;Rp 28.500Rp 22.800;04.06;-40;38;Yes (31);No (1);Maybe (8)
1639399376-1699;https://www.sociolla.com/2303-mask?page=9;;https://www.sociolla.com/wash-off-mask/28400-honey-mask;I'm From;Honey Mask;Honey Mask;Rp 450.000Rp 382.500;04.08;-83;64;Yes (67);No (5);Maybe (11)
1639396534-1261;https://www.sociolla.com/2303-mask?page=36;;https://www.sociolla.com/sheet-mask/55281-avoskin-triple-sheetmask-package;Avoskin;Avoskin Triple Sheetmask Package;Avoskin Triple Sheetmask Package;Rp 231.000Rp 131.670;null;null;null;null;null;null
1639396465-1250;https://www.sociolla.com/2303-mask?page=37;;https://www.sociolla.com/clay-mask/14884-youthmud-glow-simulating-treatment;Glamglow;YOUTHMUD Glow Simulating Treatment;YOUTHMUD Glow Simulating Treatment;Rp 525.000 - Rp 1.095.000;04.03;-8;8;Yes (4);No (1);Maybe (3)
1639396268-1218;https://www.sociolla.com/2303-mask?page=39;;https://www.sociolla.com/sheet-mask/13626-fresh-vita-firming-jelly-mask-bundle;SNP;Fresh Vita Firming Jelly Mask Bundle;Fresh Vita Firming Jelly Mask Bundle;Rp156.000;null;null;null;null;null;null
1639399100-1656;https://www.sociolla.com/2303-mask?page=11;;https://www.sociolla.com/sheet-mask/10563-airy-fit-sheet-mask-green-tea;Missha;Airy Fit Sheet Mask Green Tea;Airy Fit Sheet Mask Green Tea;Rp 34.500Rp 13.800;04.06;-802;748;Yes (586);No (40);Maybe (176)
1639399119-1659;https://www.sociolla.com/2303-mask?page=11;;https://www.sociolla.com/sheet-mask/15301-premium-phyto-complex-cellulose-mask;AHC;Premium Phyto Complex Cellulose Mask;Premium Phyto Complex Cellulose Mask;Rp 59.000Rp 38.350;04.06;-26;25;Yes (17);No (2);Maybe (7)
1639398736-1596;https://www.sociolla.com/2303-mask?page=15;;https://www.sociolla.com/sheet-mask/11089-airy-fit-sheet-mask-rice-and-pomegranate-5pc-set;Missha;Airy Fit Sheet Mask Rice & Pomegranate 5Pc Set;Airy Fit Sheet Mask Rice & Pomegranate 5Pc Set;Rp 172.500Rp 86.250;null;null;null;null;null;null
1639397995-1485;https://www.sociolla.com/2303-mask?page=22;;https://www.sociolla.com/sleeping-mask/38300-hydro-boost-3d-sleeping-mask;Neutrogena;Hydro Boost 3D Sleeping Mask;Hydro Boost 3D Sleeping Mask;Rp 259.000Rp 233.100;04.06;-17;16;Yes (14);No (1);Maybe (2)
1639397943-1476;https://www.sociolla.com/2303-mask?page=23;;https://www.sociolla.com/sheet-mask/14432-ice-bear-series-bundle;SNP;Ice Bear Series Bundle;Ice Bear Series Bundle;Rp 114.000Rp 74.100;null;null;null;null;null;null
1639396793-1302;https://www.sociolla.com/2303-mask?page=34;;https://www.sociolla.com/sheet-mask/15460-sunshine-kiss-face-mask;Maska;Sunshine Kiss Face Mask;Sunshine Kiss Face Mask;Rp24.000;04.03;-40;34;Yes (13);No (7);Maybe (20)
1639397854-1460;https://www.sociolla.com/2303-mask?page=24;;https://www.sociolla.com/sheet-mask/23730-one-a-day-vegetable-mask-firming;Helloganic;One a day vegetable mask - firming;One a day vegetable mask - firming;Rp 39.000Rp 29.250;04.08;-23;23;Yes (22);No (0);Maybe (1)
1639399143-1663;https://www.sociolla.com/2303-mask?page=11;;https://www.sociolla.com/sheet-mask/15304-premium-peptide-5-complex-skin-fit-mask;AHC;Premium Peptide 5 Complex Skin Fit Mask;Premium Peptide 5 Complex Skin Fit Mask;Rp 59.000Rp 38.350;04.06;-34;29;Yes (23);No (5);Maybe (6)
1639397405-1396;https://www.sociolla.com/2303-mask?page=28;;https://www.sociolla.com/sheet-mask/24099-japanese-sake-yeast-wrinkle-relaxing-sheet-mask;Olay;Japanese Sake Yeast Wrinkle Relaxing Sheet Mask;Japanese Sake Yeast Wrinkle Relaxing Sheet Mask;Rp59.900;04.09;-3;3;Yes (1);No (0);Maybe (2)
1639396914-1321;https://www.sociolla.com/2303-mask?page=32;;https://www.sociolla.com/wash-off-mask/58179-petal-fresh-pure-watermelon-facial-mask;Petal Fresh;Petal Fresh Pure Watermelon Facial Mask;Petal Fresh Pure Watermelon Facial Mask;Rp 141.900Rp 113.520;null;null;null;null;null;null
1639397821-1455;https://www.sociolla.com/2303-mask?page=24;;https://www.sociolla.com/sheet-mask/24100-japanese-camellia-nourishing-sheet-mask;Olay;Japanese Camellia Nourishing Sheet Mask;Skincare;Rp39.900;04.08;-2;2;Yes (1);No (0);Maybe (1)
1639398434-1553;https://www.sociolla.com/2303-mask?page=18;;https://www.sociolla.com/sheet-mask/15339-revitalift-pro-youth-face-mask-anti-aging;Loreal Paris;Revitalift Pro-Youth Face Mask Anti Aging;Revitalift Pro-Youth Face Mask Anti Aging;Rp 29.000Rp 25.520;04.07;(1,8k);1785;Yes (1,4k);No (24);Maybe (376)
1639397417-1398;https://www.sociolla.com/2303-mask?page=28;;https://www.sociolla.com/sheet-mask/10807-enriched-divine-pearl-serum-mask-27-gr-x-5-ea;Klavuu;Enriched Divine Pearl Serum Mask (27 gr x 5 EA);Enriched Divine Pearl Serum Mask (27 gr x 5 EA);Rp 539.000Rp 377.300;04.07;-10;10;Yes (6);No (0);Maybe (4)
1639398516-1565;https://www.sociolla.com/2303-mask?page=17;;https://www.sociolla.com/sheet-mask/27577-safe-me-relief-moisture-mask-15;Make P:rem;Safe me. Relief Moisture Mask 15;Safe me. Relief Moisture Mask 15;Rp 39.000Rp 33.150;04.08;-1;1;Yes (0);No (0);Maybe (1)
1639397355-1387;https://www.sociolla.com/2303-mask?page=28;;https://www.sociolla.com/sleeping-mask/61579-reset-night-lunar-gelee;Runa Beauty;Reset Night Lunar Gelee;Reset Night Lunar Gelee;Rp179.000;null;null;null;null;null;null
1639396422-1243;https://www.sociolla.com/2303-mask?page=37;;https://www.sociolla.com/sheet-mask/16627-dermask-micro-jet-clearing-solution;Dr Jart;Dermask Micro jet Clearing Solution;Dermask Micro jet Clearing Solution;Rp 69.000Rp 62.100;04.07;-9;9;Yes (7);No (0);Maybe (2)
1639398779-1604;https://www.sociolla.com/2303-mask?page=15;;https://www.sociolla.com/wash-off-mask/28386-mugwort-mask-miniature;I'm From;Mugwort Mask Miniature;Mugwort Mask Miniature;Rp 119.000Rp 107.100;04.05;-273;256;Yes (162);No (17);Maybe (94)
1639398821-1611;https://www.sociolla.com/2303-mask?page=14;;https://www.sociolla.com/sheet-mask/11743-charcoal-mineral-black-ampoule-mask-;SNP;Charcoal Mineral Black Ampoule Mask;Charcoal Mineral Black Ampoule Mask;Rp 39.000Rp 33.150;04.05;-93;83;Yes (69);No (6);Maybe (18)
1639396518-1258;https://www.sociolla.com/2303-mask?page=36;;https://www.sociolla.com/mask/53876-technicolor-multimask-claymask;Maska;Technicolor Multimask - Claymask;Technicolor Multimask - Claymask;Rp 199.000Rp 139.300;04.08;-6;2;Yes (6);No (0);Maybe (0)
1639396944-1326;https://www.sociolla.com/2303-mask?page=32;;https://www.sociolla.com/sleeping-mask/55143-cica-tone-up-sleeping-mask;VT Cosmetics;Cica Tone Up Sleeping Mask;Cica Tone Up Sleeping Mask;Rp 38.500 - Rp 329.000Rp 38.500 - Rp 256.620;04.05;-1;1;Yes (1);No (0);Maybe (0)
1639399717-1751;https://www.sociolla.com/2303-mask?page=5;;https://www.sociolla.com/sheet-mask/26132-hydra-soothing-mask;Mediheal;Hydra Soothing Mask;Hydra Soothing Mask;Rp 15.500Rp 11.625;04.07;-382;330;Yes (314);No (9);Maybe (59)
1639398682-1589;https://www.sociolla.com/2303-mask?page=16;;https://www.sociolla.com/wash-off-mask/16672-flower-infused-hydrating-mask;The Aubree;Flower Infused Hydrating Mask;Flower Infused Hydrating Mask;Rp 99.000Rp 69.300;04.05;-146;128;Yes (71);No (14);Maybe (61)
1639399125-1660;https://www.sociolla.com/2303-mask?page=11;;https://www.sociolla.com/peel-off-mask/27736-peel-off-mask-vitamin-c-and-collagen;Philocaly Skin;Peel Off Mask Vitamin C & Collagen;Peel Off Mask Vitamin C & Collagen;Rp25.000;04.04;-62;53;Yes (44);No (3);Maybe (15)
1639396976-1331;https://www.sociolla.com/2303-mask?page=32;;https://www.sociolla.com/clay-mask/14544-french-green-clay;Organic Supply Co;French Green Clay;French Green Clay;Rp120.000;04.00;-7;6;Yes (3);No (1);Maybe (3)
1639399937-1784;https://www.sociolla.com/2303-mask?page=1;;https://www.sociolla.com/sheet-mask/11612-pure-essence-mask-sheet;Holika Holika;Pure Essence Mask Sheet;Pure Essence Mask Sheet;Rp 22.000 - Rp 28.000Rp 12.540 - Rp 15.960;04.06;-810;756;Yes (610);No (37);Maybe (163)
1639397394-1394;https://www.sociolla.com/2303-mask?page=28;;https://www.sociolla.com/sheet-mask/60301-total-solution-essential-sheet-mask-cucumber;PRETTY SKIN;TOTAL SOLUTION ESSENTIAL SHEET MASK #CUCUMBER;TOTAL SOLUTION ESSENTIAL SHEET MASK #CUCUMBER;Rp 9.700Rp 9.215;04.00;-1;1;Yes (1);No (0);Maybe (0)
1639396540-1262;https://www.sociolla.com/2303-mask?page=36;;https://www.sociolla.com/sheet-mask/27417-glowing-apricot-sheet-mask;St. Ives;Glowing Apricot Sheet Mask;Glowing Apricot Sheet Mask;Rp 34.300Rp 27.783;04.08;-123;115;Yes (95);No (6);Maybe (22)
1639397839-1458;https://www.sociolla.com/2303-mask?page=24;;https://www.sociolla.com/sheet-mask/25864-mood-maker-mask-chic;Ariul;Mood Maker Mask Chic;Mood Maker Mask Chic;Rp 39.000Rp 25.350;04.07;-249;246;Yes (195);No (2);Maybe (52)
1639399351-1695;https://www.sociolla.com/2303-mask?page=9;;https://www.sociolla.com/sleeping-mask/59496-yogurt-sleeping-mask-moisturizer-probiotic-disney-rapunzel-editiion;Jacquelle;Yogurt Sleeping Mask / Moisturizer (Probiotic) Disney Rapunzel Edition;Yogurt Sleeping Mask / Moisturizer (Probiotic) Disney Rapunzel Edition;Rp169.000;04.09;-865;531;Yes (811);No (7);Maybe (47)
1639397808-1453;https://www.sociolla.com/2303-mask?page=24;;https://www.sociolla.com/peel-off-mask/8864-light-peel-off-mask-2-x-6-ml;Garnier;Light Complete Yuzu Peel Off Mask 2 x 6ml;Light Complete Yuzu Peel Off Mask 2 x 6ml;Rp 17.001Rp 15.301;04.01;(2,8k);2290;Yes (1,3k);No (591);Maybe (904)
1639398328-1538;https://www.sociolla.com/2303-mask?page=19;;https://www.sociolla.com/sheet-mask/24555-hydra-bomb-night-serum-mask;Garnier;Hydra Bomb Night Serum Mask;Hydra Bomb Night Serum Mask;Rp 20.900Rp 18.810;04.07;(1,2k);1171;Yes (1,1k);No (17);Maybe (121)
1639398319-1537;https://www.sociolla.com/2303-mask?page=19;;https://www.sociolla.com/sheet-mask/9946-circle-point-goldenchip-mask;Mediheal;Circle Point GoldenChip Mask;Circle Point GoldenChip Mask;Rp 49.000Rp 31.850;04.05;-355;321;Yes (249);No (34);Maybe (72)
1639396564-1266;https://www.sociolla.com/2303-mask?page=36;;https://www.sociolla.com/sheet-mask/15308-black-pearl-facial-ampoule-mask;AHC;Black Pearl Facial Ampoule Mask;Black Pearl Facial Ampoule Mask;Rp 49.000Rp 31.850;04.06;-37;30;Yes (27);No (4);Maybe (6)
1639398880-1622;https://www.sociolla.com/2303-mask?page=14;;https://www.sociolla.com/sleeping-mask/26686-first-defense-brightening-overnight-mask-cream;Mineral Botanica;First Defense + Brightening Overnight Mask Cream;First Defense + Brightening Overnight Mask Cream;Rp 56.000Rp 42.000;04.06;-23;19;Yes (13);No (1);Maybe (9)
1639398007-1487;https://www.sociolla.com/2303-mask?page=22;;https://www.sociolla.com/sheet-mask/53090-face-mask-coconut;Love Beauty And Planet;Face Mask Coconut;Face Mask Coconut;Rp 25.000Rp 22.500;04.06;-44;42;Yes (36);No (1);Maybe (7)
1639399784-1761;https://www.sociolla.com/2303-mask?page=4;;https://www.sociolla.com/sheet-mask/26011-hya-pore-expert-5x-intensive-mask;Rojukiss;Hya Pore Expert 5X Serum Mask;Hya Pore Expert 5X Serum Mask;Rp 21.000Rp 14.700;04.08;-296;276;Yes (241);No (7);Maybe (48)
1639397388-1393;https://www.sociolla.com/2303-mask?page=28;;https://www.sociolla.com/wash-off-mask/28380-natural-face-mask;Everpure;Natural Face Mask;Natural Face Mask;Rp 24.500Rp 22.050;04.03;-98;80;Yes (64);No (14);Maybe (20)
1639399804-1764;https://www.sociolla.com/2303-mask?page=3;;https://www.sociolla.com/sheet-mask/10564-airy-fit-sheet-mask-tea-tree;Missha;Airy Fit Sheet Mask Tea Tree;Airy Fit Sheet Mask Tea Tree;Rp 34.500Rp 12.000;04.05;-871;811;Yes (627);No (41);Maybe (203)
1639396403-1240;https://www.sociolla.com/2303-mask?page=37;;https://www.sociolla.com/wash-off-mask/26313-infused-essential-rose-hydrating-rose-mask;The Bath Box;Infused Essential Rose Hydrating Rose Mask;Infused Essential Rose Hydrating Rose Mask;Rp185.000;04.07;-15;11;Yes (10);No (1);Maybe (4)
1639396858-1312;https://www.sociolla.com/2303-mask?page=33;;https://www.sociolla.com/wash-off-mask/60147-gold-exfoliating-mask;WESTCARE;Gold Exfoliating Mask;Gold Exfoliating Mask;Rp 250.000Rp 175.000;null;null;null;null;null;null
1639399363-1697;https://www.sociolla.com/2303-mask?page=9;;https://www.sociolla.com/clay-mask/59495-butter-clay-mask-with-calamine-disney-princess-cinderella-edition;Jacquelle;Butter Clay mask with Calamine - Disney Princess Cinderella Edition;Butter Clay mask with Calamine - Disney Princess Cinderella Edition;Rp179.000;04.09;-881;518;Yes (830);No (3);Maybe (48)
1639396242-1214;https://www.sociolla.com/2303-mask?page=39;;https://www.sociolla.com/sheet-mask/60279-black-edition-premium-gold-collagen-v-line-patch;PRETTY SKIN;BLACK EDITION PREMIUM GOLD COLLAGEN V-LINE PATCH;BLACK EDITION PREMIUM GOLD COLLAGEN V-LINE PATCH;Rp69.000;null;null;null;null;null;null
1639399905-1779;https://www.sociolla.com/2303-mask?page=1;;https://www.sociolla.com/sheet-mask/9197-collagen-impact-essential-mask-ex;Mediheal;Collagen Impact Essential Mask EX;Collagen Impact Essential Mask EX;Rp 29.000Rp 20.300;04.06;(1,9k);1849;Yes (1,6k);No (70);Maybe (281)
1639399532-1722;https://www.sociolla.com/2303-mask?page=7;;https://www.sociolla.com/sheet-mask/50692-mascure-peeling-solution-sheet-mask-pha;Missha;Mascure Peeling Solution Sheet Mask [Pha];Mascure Peeling Solution Sheet Mask [Pha];Rp 79.900Rp 35.955;04.06;-6;6;Yes (6);No (0);Maybe (0)
1639398865-1619;https://www.sociolla.com/2303-mask?page=14;;https://www.sociolla.com/sheet-mask/15302-premium-cica3-complex-skin-fit-mask;AHC;Premium CICA3 Complex Skin Fit Mask;Premium CICA3 Complex Skin Fit Mask;Rp 59.000Rp 38.350;04.07;-23;21;Yes (15);No (1);Maybe (7)
1639399040-1647;https://www.sociolla.com/2303-mask?page=12;;https://www.sociolla.com/clay-mask/60067-purifying-deep-cleansing-clay-mask;Azarine;Purifying Deep Cleansing Clay Mask;Purifying Deep Cleansing Clay Mask;Rp65.000;04.09;-117;64;Yes (103);No (3);Maybe (11)
1639397865-1462;https://www.sociolla.com/2303-mask?page=24;;https://www.sociolla.com/sheet-mask/15105-let-it-glow-hydrogel-mask;Faith In Face;Let It Glow Hydrogel Mask;Let It Glow Hydrogel Mask;Rp 47.000Rp 32.900;04.06;-224;220;Yes (167);No (5);Maybe (52)
1639398012-1488;https://www.sociolla.com/2303-mask?page=22;;https://www.sociolla.com/sheet-mask/53089-face-mask-tea-tree;Love Beauty And Planet;Face Mask Tea Tree;Face Mask Tea Tree;Rp 25.000Rp 22.500;04.06;-37;34;Yes (29);No (0);Maybe (8)
1639396909-1320;https://www.sociolla.com/2303-mask?page=32;;https://www.sociolla.com/sheet-mask/57656-soothing-protective-sheet-mask-3-pcs;Mama's Choice;Soothing Protective Sheet Mask (3 pcs);Soothing Protective Sheet Mask (3 pcs);Rp87.000;05.00;-2;2;Yes (2);No (0);Maybe (0)
1639396506-1256;https://www.sociolla.com/2303-mask?page=36;;https://www.sociolla.com/wash-off-mask/15262-joylab-whipped-cream-mask;Joylab;Joylab Whipped Cream Mask;Joylab Whipped Cream Mask;Rp 160.000Rp 123.200;04.01;-16;11;Yes (4);No (6);Maybe (6)
1639397587-1420;https://www.sociolla.com/2303-mask?page=26;;https://www.sociolla.com/sheet-mask/60313-total-solution-essential-sheet-mask-argan;null;;null;null;null;null;null;null;null;null
1639397473-1406;https://www.sociolla.com/2303-mask?page=27;;https://www.sociolla.com/sheet-mask/58668-set-of-5-aloe-soothing-mask-pack;Benton;Set of 5 - Aloe Soothing Mask Pack;Set of 5 - Aloe Soothing Mask Pack;Rp200.000;null;null;null;null;null;null
1639399668-1744;https://www.sociolla.com/2303-mask?page=6;;https://www.sociolla.com/lip-mask/54533-choosy-lip-pack2-purple-pearl-moisturizing-fine-lines;CHOOSY;CHOOSY Lip Pack Purple Pearl (Moisturizing Fine Lines);CHOOSY Lip Pack Purple Pearl (Moisturizing Fine Lines);Rp 19.900Rp 17.910;04.08;-53;46;Yes (46);No (2);Maybe (5)
1639397722-1440;https://www.sociolla.com/2303-mask?page=25;;https://www.sociolla.com/sheet-mask/59421-set-of-5-pore-clear-black-charcoal-mask;PureHeals;Set of 5 -  Pore Clear Black Charcoal Mask;Set of 5 -  Pore Clear Black Charcoal Mask;Rp 125.000Rp 93.750;null;null;null;null;null;null
1639397845-1459;https://www.sociolla.com/2303-mask?page=24;;https://www.sociolla.com/eye-mask/27019-eye-serum-mask-coconut;Garnier;Eye Serum Mask Coconut;Eye Serum Mask Coconut;Rp 17.000Rp 15.300;04.06;-859;842;Yes (682);No (18);Maybe (159)
1639396558-1265;https://www.sociolla.com/2303-mask?page=36;;https://www.sociolla.com/sheet-mask/15309-black-rose-facial-ampoule-mask;AHC;Black Rose Facial Ampoule Mask;Black Rose Facial Ampoule Mask;Rp 49.000Rp 31.850;04.07;-29;26;Yes (21);No (1);Maybe (7)
1639397025-1339;https://www.sociolla.com/2303-mask?page=31;;https://www.sociolla.com/sheet-mask/24101-japanese-deep-sea-algae-healthy-aura-sheet-mask;Olay;Japanese Deep Sea Algae Healthy Aura Sheet Mask;Japanese Deep Sea Algae Healthy Aura Sheet Mask;Rp39.900;04.07;-4;3;Yes (2);No (1);Maybe (1)
1639396894-1318;https://www.sociolla.com/2303-mask?page=33;;https://www.sociolla.com/clay-mask/16184-clay-dark-angels-mask;Clay Botanicals;Clay Dark Angels Mask;Clay Dark Angels Mask;Rp115.000;04.05;-21;19;Yes (17);No (2);Maybe (2)
1639398347-1541;https://www.sociolla.com/2303-mask?page=19;;https://www.sociolla.com/clay-mask/48330-lightening-blue-clay-mask;Wardah;Lightening Blue Clay Mask;Lightening Blue Clay Mask;Rp20.000;04.05;-227;197;Yes (135);No (16);Maybe (76)
1639398534-1567;https://www.sociolla.com/2303-mask?page=17;;https://www.sociolla.com/wash-off-mask/53926-vanilla-milk-brightening;Teddy Clubs;Vanilla Milk Brightening;Vanilla Milk Brightening;Rp 38.000Rp 26.600;04.05;-42;36;Yes (26);No (3);Maybe (13)
1639398421-1551;https://www.sociolla.com/2303-mask?page=18;;https://www.sociolla.com/sheet-mask/14238-blackcharcoal-meshpeel-mask;Mediheal;Blackcharcoal Meshpeel Mask;Blackcharcoal Meshpeel Mask;Rp 79.000Rp 55.300;null;null;null;Yes (64);No (5);Maybe (11)
1639399809-1765;https://www.sociolla.com/2303-mask?page=3;;https://www.sociolla.com/sheet-mask/11042-7days-mask-tea-tree;Ariul;7days Mask - Tea Tree;7days Mask - Tea Tree;Rp 19.000Rp 9.500;04.06;(2,9k);2725;Yes (2,2k);No (175);Maybe (510)
